latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
14.73455,-1.79777,341.12,0.59,0.7,2026-05-18,1420,N,low,2.0NRT,313.91,7.08,D
13.70717,-10.53296,367,0.48,0.4,2026-05-18,1420,N,high,2.0NRT,321.16,5.88,D
13.7078,-10.52856,344.85,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,319.77,5.88,D
13.24826,-13.66891,341.14,0.38,0.36,2026-05-18,1420,N,low,2.0NRT,315.57,3.7,D
13.25157,-13.66944,346.2,0.38,0.36,2026-05-18,1420,N,low,2.0NRT,319.36,3.7,D
13.25103,-13.67297,347.23,0.38,0.36,2026-05-18,1420,N,low,2.0NRT,320.34,10.78,D
13.70594,-10.53617,367,0.48,0.4,2026-05-18,1420,N,high,2.0NRT,316.88,17.56,D
13.70654,-10.53176,355.61,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,321.18,6.74,D
13.71082,-10.52788,356.7,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,323.04,6.74,D
13.71021,-10.5323,349.86,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,321.6,6.74,D
13.70961,-10.53671,353.25,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,317.77,17.56,D
13.70901,-10.54113,356.88,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,324.43,17.56,D
13.71449,-10.52842,367,0.48,0.4,2026-05-18,1420,N,high,2.0NRT,324.32,13.73,D
13.71389,-10.53283,367,0.48,0.4,2026-05-18,1420,N,high,2.0NRT,326.37,13.73,D
13.71509,-10.52404,350.68,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,322.41,6.93,D
13.71329,-10.53725,356.38,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,320.65,42.71,D
13.71268,-10.54166,367,0.48,0.4,2026-05-18,1420,N,low,2.0NRT,333.16,42.71,D
13.71817,-10.52898,351.47,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,321.36,13.73,D
13.71756,-10.53338,355.66,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,320.66,13.73,D
13.71696,-10.53779,347.15,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,318,42.71,D
13.30033,-13.59384,341.5,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,316.36,9.5,D
12.84238,-16.49739,342.71,0.44,0.38,2026-05-18,1420,N,nominal,2.0NRT,305.72,5.76,D
13.1904,-14.57605,348.56,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,318.51,7.77,D
13.4007,-13.37426,346.32,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,319.33,7.72,D
13.69468,-11.39516,355.85,0.44,0.38,2026-05-18,1420,N,nominal,2.0NRT,322.02,12.75,D
13.80837,-10.60091,345.85,0.48,0.4,2026-05-18,1420,N,low,2.0NRT,320.16,3.88,D
13.40532,-13.41139,346.58,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,320.71,7.93,D
13.54351,-12.50082,342.83,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,305.7,3.24,D
13.54297,-12.50452,341.37,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,301.64,2.85,D
13.54865,-12.51294,351.13,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,300.28,4.14,D
13.56217,-12.51501,337.23,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,296.68,2.62,D
13.56555,-12.51553,348.38,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,304.39,2.62,D
13.56501,-12.51923,340.34,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,297.68,2.62,D
13.57002,-12.50866,335.55,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,291.29,2.01,D
13.56948,-12.51236,343.36,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,297.97,2.01,D
13.56893,-12.51605,354.2,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,307.29,7.32,D
13.56839,-12.51975,349.49,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,308.48,7.32,D
13.65388,-12.05326,345.81,0.41,0.37,2026-05-18,1420,N,low,2.0NRT,317.75,8.34,D
13.36644,-14.00315,350.49,0.38,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.56,5.98,D
13.31539,-14.33528,349.94,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,318.18,7.72,D
13.31485,-14.33882,347.71,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,318.87,7.72,D
13.36975,-14.00368,367,0.38,0.36,2026-05-18,1420,N,high,2.0NRT,320.03,5.98,D
13.6276,-12.28137,348.29,0.41,0.37,2026-05-18,1420,N,nominal,2.0NRT,314.08,2.37,D
13.75809,-11.40459,351.67,0.44,0.38,2026-05-18,1420,N,low,2.0NRT,321.73,5.35,D
13.37252,-14.00774,354.09,0.38,0.36,2026-05-18,1420,N,nominal,2.0NRT,318.97,13.56,D
13.25138,-14.81337,367,0.39,0.36,2026-05-18,1420,N,high,2.0NRT,334.16,85.92,D
13.76161,-11.40511,349.66,0.44,0.38,2026-05-18,1420,N,nominal,2.0NRT,319.28,5.35,D
13.37102,-14.06176,367,0.38,0.36,2026-05-18,1420,N,high,2.0NRT,322.49,13.63,D
13.25471,-14.81391,367,0.39,0.36,2026-05-18,1420,N,high,2.0NRT,341.42,117.37,D
13.2586,-14.81087,367,0.39,0.36,2026-05-18,1420,N,high,2.0NRT,310.71,67.15,D
13.65076,-12.40724,341.65,0.4,0.37,2026-05-18,1420,N,low,2.0NRT,315.07,3.8,D
13.65153,-12.40685,351.5,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,317.56,6.42,D
13.65493,-12.40736,352.2,0.4,0.37,2026-05-18,1420,N,nominal,2.0NRT,314.35,6.42,D
13.95725,-10.49358,351.29,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,321.04,7.84,D
14.7519,-4.22392,341.73,0.41,0.61,2026-05-18,1420,N,nominal,2.0NRT,287.69,5.55,D
13.51173,-13.64964,344.51,0.38,0.36,2026-05-18,1420,N,low,2.0NRT,317.35,2.54,D
13.88929,-11.29356,347.84,0.44,0.39,2026-05-18,1420,N,low,2.0NRT,322.06,4.44,D
14.78178,-4.45877,342.89,0.4,0.6,2026-05-18,1420,N,nominal,2.0NRT,279.16,5.44,D
13.57977,-13.42409,350.83,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,320.38,4.15,D
13.57924,-13.42765,345.23,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,318.5,2.26,D
13.58309,-13.42461,348.87,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,320.79,2.66,D
14.78045,-4.46023,340.75,0.4,0.6,2026-05-18,1420,N,nominal,2.0NRT,279.01,7.2,D
14.06893,-10.54483,354.71,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,324.02,9.04,D
14.07262,-10.54538,347.88,0.48,0.4,2026-05-18,1420,N,low,2.0NRT,321.59,4.65,D
14.2253,-9.48268,351.76,0.55,0.43,2026-05-18,1420,N,nominal,2.0NRT,314.84,17.35,D
14.15044,-10.03493,346.81,0.51,0.41,2026-05-18,1420,N,low,2.0NRT,321.78,5.28,D
14.22992,-9.47813,345.71,0.55,0.43,2026-05-18,1420,N,nominal,2.0NRT,313.26,6.83,D
14.22923,-9.48325,352.12,0.55,0.43,2026-05-18,1420,N,nominal,2.0NRT,314.79,17.35,D
14.15424,-10.03547,349.69,0.51,0.41,2026-05-18,1420,N,low,2.0NRT,324.26,5.28,D
13.69853,-13.23887,367,0.39,0.36,2026-05-18,1420,N,high,2.0NRT,320.28,8,D
14.12691,-10.26223,345.1,0.5,0.41,2026-05-18,1420,N,low,2.0NRT,319.7,4.35,D
13.6996,-13.2317,349.49,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,318.41,4.94,D
13.69907,-13.23529,353.63,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.48,8,D
13.70293,-13.23223,367,0.39,0.36,2026-05-18,1420,N,high,2.0NRT,321.49,4.94,D
14.13068,-10.26265,354.01,0.5,0.41,2026-05-18,1420,N,nominal,2.0NRT,317.77,4.35,D
14.13002,-10.26743,346.15,0.5,0.41,2026-05-18,1420,N,low,2.0NRT,319.17,4.35,D
13.70347,-13.22864,346.81,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,316.44,4.94,D
13.7024,-13.23581,356.74,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,320.75,8,D
13.70186,-13.23939,357.12,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.81,8,D
14.05731,-10.78943,355.79,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,331.99,27.48,D
14.05671,-10.79372,367,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,327.55,27.48,D
14.13312,-10.2726,348.24,0.5,0.41,2026-05-18,1420,N,nominal,2.0NRT,318.07,6.78,D
14.1325,-10.27709,355.4,0.5,0.41,2026-05-18,1420,N,nominal,2.0NRT,320.81,6.78,D
14.06095,-10.78996,348.85,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,322.5,5.49,D
13.7068,-13.22916,348.79,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.24,5.73,D
13.70626,-13.23275,352.31,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,320.33,5.73,D
13.70573,-13.23633,356.49,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,321.65,3.7,D
13.70519,-13.23991,354.03,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.43,3.7,D
13.71013,-13.22969,351.28,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,319.64,5.73,D
13.70959,-13.23327,346.07,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,320.99,5.73,D
13.70906,-13.23685,353.14,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,320.82,3.7,D
13.70852,-13.24043,345.16,0.39,0.36,2026-05-18,1420,N,low,2.0NRT,317.6,3.7,D
13.71239,-13.23737,356.75,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,324.44,9.83,D
13.71185,-13.24095,347.57,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,317.73,9.83,D
14.07188,-10.79149,351.98,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,325.72,10.69,D
13.71572,-13.23789,351.61,0.39,0.36,2026-05-18,1420,N,nominal,2.0NRT,318.4,9.83,D
14.07613,-10.78767,367,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,325.91,10.78,D
14.07553,-10.79198,367,0.47,0.4,2026-05-18,1420,N,low,2.0NRT,337.47,81.42,D
13.83379,-12.734,344.09,0.4,0.37,2026-05-18,1420,N,low,2.0NRT,318.54,4.31,D
13.83715,-12.73452,346.24,0.4,0.37,2026-05-18,1420,N,low,2.0NRT,319.1,4.31,D
13.84106,-12.73138,348.45,0.4,0.37,2026-05-18,1420,N,low,2.0NRT,320.29,8.74,D
13.84052,-12.73505,346.19,0.4,0.37,2026-05-18,1420,N,low,2.0NRT,319.07,8.74,D
14.09637,-10.93905,367,0.46,0.39,2026-05-18,1420,N,low,2.0NRT,326.68,4.58,D
14.0994,-10.94382,356.95,0.46,0.39,2026-05-18,1420,N,nominal,2.0NRT,326.48,10.08,D
14.09999,-10.93955,367,0.46,0.39,2026-05-18,1420,N,low,2.0NRT,326.3,4.58,D
14.07835,-11.12164,347.17,0.45,0.39,2026-05-18,1420,N,low,2.0NRT,321.32,14.64,D
14.1036,-10.94006,367,0.46,0.39,2026-05-18,1420,N,low,2.0NRT,325.81,1.69,D
14.10301,-10.94433,367,0.46,0.39,2026-05-18,1420,N,low,2.0NRT,325.01,2.03,D
14.0831,-11.1138,352.72,0.45,0.39,2026-05-18,1420,N,low,2.0NRT,325.74,34.98,D
14.08193,-11.12217,352.01,0.45,0.39,2026-05-18,1420,N,low,2.0NRT,325.26,14.64,D
14.08727,-11.11014,352.68,0.45,0.39,2026-05-18,1420,N,low,2.0NRT,327.02,45.54,D
14.18602,-10.53334,350.92,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,321.46,11.2,D
14.18971,-10.53389,367,0.48,0.4,2026-05-18,1420,N,high,2.0NRT,324.18,9.95,D
14.19032,-10.52948,355.24,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,323.87,9.95,D
14.19464,-10.52553,347.73,0.48,0.4,2026-05-18,1420,N,low,2.0NRT,319.16,6.03,D
14.19402,-10.52999,355.74,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,322.43,9.95,D
14.19772,-10.5305,352.94,0.48,0.4,2026-05-18,1420,N,nominal,2.0NRT,322.39,9.96,D
14.32946,-9.5983,345.67,0.55,0.42,2026-05-18,1420,N,low,2.0NRT,319.4,3,D
14.94334,-4.7979,336.38,0.38,0.59,2026-05-18,1420,N,nominal,2.0NRT,284.5,4.98,D
14.39195,-9.28547,345.22,0.57,0.43,2026-05-18,1420,N,low,2.0NRT,319.71,4.46,D
13.86596,-13.36148,348.69,0.39,0.36,2026-05-18,1422,N,low,2.0NRT,322.13,4.99,D
13.86543,-13.36505,367,0.39,0.36,2026-05-18,1422,N,low,2.0NRT,339.92,67.2,D
13.86929,-13.362,349.98,0.39,0.36,2026-05-18,1422,N,low,2.0NRT,321.99,5.22,D
13.86875,-13.36557,354.68,0.39,0.36,2026-05-18,1422,N,nominal,2.0NRT,321.59,20.51,D
15.06643,-4.55155,351.66,0.39,0.6,2026-05-18,1422,N,nominal,2.0NRT,301.3,5.5,D
15.06601,-4.55527,348.81,0.39,0.6,2026-05-18,1422,N,nominal,2.0NRT,301.4,5.5,D
15.06559,-4.55899,339.6,0.39,0.6,2026-05-18,1422,N,nominal,2.0NRT,301.16,4.47,D
15.07154,-4.5559,340.39,0.39,0.6,2026-05-18,1422,N,nominal,2.0NRT,300.91,5.85,D
14.25805,-10.94862,367,0.46,0.39,2026-05-18,1422,N,low,2.0NRT,326.44,3.6,D
14.26108,-10.95339,351.26,0.46,0.39,2026-05-18,1422,N,low,2.0NRT,325.22,5.52,D
13.43978,-16.37697,341.1,0.43,0.38,2026-05-18,1422,N,low,2.0NRT,313.14,47.34,D
14.26168,-10.94913,367,0.46,0.39,2026-05-18,1422,N,low,2.0NRT,325.95,5.52,D
14.2647,-10.95389,352.86,0.46,0.39,2026-05-18,1422,N,low,2.0NRT,327.21,5.52,D
14.2653,-10.94963,367,0.46,0.39,2026-05-18,1422,N,low,2.0NRT,325.86,5.52,D
14.33399,-10.69667,367,0.48,0.4,2026-05-18,1422,N,low,2.0NRT,325.36,27.34,D
14.33766,-10.69722,350.92,0.48,0.4,2026-05-18,1422,N,low,2.0NRT,324.18,7.64,D
14.43275,-10.02049,350.1,0.52,0.41,2026-05-18,1422,N,nominal,2.0NRT,323.81,4.44,D
14.43211,-10.02532,349.82,0.52,0.41,2026-05-18,1422,N,nominal,2.0NRT,322.88,4.44,D
14.43592,-10.02586,367,0.52,0.41,2026-05-18,1422,N,high,2.0NRT,329.2,19.52,D
14.43657,-10.02104,353.89,0.52,0.41,2026-05-18,1422,N,nominal,2.0NRT,327.64,19.52,D
14.43721,-10.01619,367,0.52,0.41,2026-05-18,1422,N,low,2.0NRT,327.01,12.71,D
14.44103,-10.01673,367,0.52,0.41,2026-05-18,1422,N,low,2.0NRT,326.36,12.71,D
14.2651,-11.58389,353.68,0.43,0.38,2026-05-18,1422,N,nominal,2.0NRT,323.29,6.14,D
14.53897,-9.87163,356.31,0.53,0.42,2026-05-18,1422,N,nominal,2.0NRT,323.41,24.95,D
14.53829,-9.87656,367,0.53,0.42,2026-05-18,1422,N,low,2.0NRT,327.11,23.9,D
14.54282,-9.87217,354.31,0.53,0.42,2026-05-18,1422,N,low,2.0NRT,325.29,5.09,D
14.54668,-9.87272,367,0.53,0.42,2026-05-18,1422,N,low,2.0NRT,325.7,5.09,D
14.53981,-9.87496,367,0.53,0.42,2026-05-18,1422,N,high,2.0NRT,326.46,25.8,D
14.54046,-9.87003,350.68,0.53,0.42,2026-05-18,1422,N,nominal,2.0NRT,322.18,11.65,D
14.54432,-9.87057,349.35,0.53,0.42,2026-05-18,1422,N,nominal,2.0NRT,322.68,11.65,D
14.47858,-12.10652,349.52,0.42,0.38,2026-05-18,1422,N,low,2.0NRT,322.8,3.8,D
14.79456,-11.80388,345.93,0.43,0.38,2026-05-18,1422,N,low,2.0NRT,319.66,3.4,D
14.79806,-11.80441,352.68,0.43,0.38,2026-05-18,1422,N,nominal,2.0NRT,321.6,3.4,D
15.19309,-10.01952,354.16,0.53,0.42,2026-05-18,1422,N,nominal,2.0NRT,321.2,7.18,D
65.06593,6.72469,339.14,0.51,0.49,2026-05-18,1253,N,nominal,2.0NRT,279.89,4.87,D
64.3595,-21.7853,326.55,0.41,0.45,2026-05-18,1435,N,nominal,2.0NRT,297.43,2.88,D
-34.30074,140.74858,311.42,0.44,0.46,2026-05-18,1518,N,nominal,2.0NRT,282.87,0.88,N
-34.29782,140.7473,304.72,0.44,0.46,2026-05-18,1518,N,nominal,2.0NRT,283.11,0.6,N
-15.61497,144.83417,303.67,0.58,0.52,2026-05-18,1512,N,nominal,2.0NRT,289.55,1.01,N
-34.30202,140.7459,295.31,0.44,0.46,2026-05-18,1518,N,nominal,2.0NRT,282.26,0.6,N
-16.98275,144.90468,300.92,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.13,0.52,N
-34.53471,140.4339,301.19,0.45,0.47,2026-05-18,1518,N,nominal,2.0NRT,281.42,0.84,N
-17.00729,144.90553,304.39,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.94,1.24,N
-34.56146,139.61234,308.68,0.49,0.49,2026-05-18,1518,N,nominal,2.0NRT,281.09,1.45,N
-17.01193,144.90437,307.61,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.38,1.24,N
-35.52921,140.47754,317.82,0.43,0.46,2026-05-18,1518,N,nominal,2.0NRT,279.15,1.67,N
-16.92939,144.20303,304.07,0.6,0.53,2026-05-18,1514,N,nominal,2.0NRT,289.84,0.82,N
-35.25927,139.00444,299.19,0.51,0.5,2026-05-18,1518,N,nominal,2.0NRT,280.53,1.02,N
-17.13895,144.74785,303.18,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.85,0.52,N
-37.89562,143.69023,296.55,0.43,0.38,2026-05-18,1518,N,nominal,2.0NRT,279.11,0.39,N
-17.14081,144.73212,306.45,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.18,1.4,N
-38.06327,142.66809,316.72,0.46,0.39,2026-05-18,1518,N,nominal,2.0NRT,279.86,1.61,N
-17.14486,144.75307,306.14,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.17,1.95,N
-37.75029,140.8868,296.73,0.55,0.43,2026-05-18,1518,N,nominal,2.0NRT,268.72,0.96,N
-17.1475,144.74129,301.82,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.36,0.78,N
-37.93835,141.60954,296.46,0.51,0.41,2026-05-18,1518,N,nominal,2.0NRT,277.28,1.09,N
-17.13887,144.74663,303.18,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.53,0.59,N
-38.14245,142.59154,302.91,0.46,0.39,2026-05-18,1518,N,nominal,2.0NRT,278,0.81,N
-17.14064,144.731,301.57,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.05,1.62,N
-37.95837,141.60927,300.67,0.51,0.41,2026-05-18,1518,N,nominal,2.0NRT,280.72,1.36,N
-17.14481,144.75172,307.23,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.17,1.18,N
-37.95955,141.61505,296.53,0.51,0.41,2026-05-18,1518,N,nominal,2.0NRT,278,0.84,N
-17.15217,144.73941,314.79,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.91,2,N
-41.06486,147.8494,310.55,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.8,1.86,N
-17.15318,144.74449,308.66,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.58,2,N
-41.06762,147.84378,315.79,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.87,1.86,N
-17.15796,144.74382,316.4,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.84,2,N
-41.07104,147.84299,304.7,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,278.45,0.87,N
-17.16743,144.74205,301.03,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.67,1.45,N
-41.1304,147.93846,308.2,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,281.65,0.91,N
-17.17801,144.74585,300.9,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.5,1.17,N
-41.1338,147.9375,333.16,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,283.22,2.8,N
-17.18271,144.74481,301.15,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.61,1.74,N
-41.13312,147.9326,302.04,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,281.3,0.66,N
-17.19782,144.82114,312.31,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.1,2.19,N
-41.1345,147.94249,295.81,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.48,2.8,N
-17.18848,144.74915,310.61,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.61,1.74,N
-41.13792,147.94154,333.74,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,284.02,2.8,N
-17.20262,144.82071,310.77,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.5,2.19,N
-41.13653,147.93167,300.99,0.4,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.73,0.66,N
-17.19315,144.74792,300.95,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.7,1.07,N
-40.84877,145.38007,297.59,0.38,0.36,2026-05-18,1520,N,nominal,2.0NRT,286.26,1.27,N
-17.2047,144.75681,302.52,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.09,1.75,N
-40.8521,145.37914,324.69,0.38,0.36,2026-05-18,1520,N,nominal,2.0NRT,283.6,1.27,N
-17.08338,144.09341,306.08,0.61,0.53,2026-05-18,1514,N,nominal,2.0NRT,289.77,1.48,N
-41.26136,147.1713,299.17,0.39,0.36,2026-05-18,1520,N,nominal,2.0NRT,281.64,0.81,N
-17.22344,144.75237,305.1,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.57,1.87,N
-41.26442,147.17352,299.62,0.39,0.36,2026-05-18,1520,N,nominal,2.0NRT,281.62,0.79,N
-17.22452,144.75789,308.97,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.24,1.27,N
-42.82932,147.59264,299.23,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.97,1.05,N
-17.22923,144.75693,305.29,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.35,1.27,N
-42.83002,147.59767,311.79,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.38,1.05,N
-17.23392,144.75587,300.63,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.49,1.3,N
-42.83072,147.60272,297.19,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.82,0.73,N
-17.23499,144.7614,302.06,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.13,1.3,N
-42.83277,147.59175,307.66,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.13,0.86,N
-17.23967,144.76024,308.38,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.17,1.3,N
-42.83347,147.5968,316.37,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.33,0.86,N
-17.24072,144.76569,314.03,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.27,1.89,N
-42.83416,147.60187,308.23,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.35,0.89,N
-17.2454,144.76456,302.88,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.24,0.89,N
-42.83622,147.59088,295.67,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.89,0.86,N
-17.24647,144.77008,300.92,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.93,0.89,N
-17.25371,144.80748,305.16,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.62,0.84,N
-42.83691,147.59592,298.2,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.53,0.86,N
-17.25112,144.76883,299.73,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.12,0.89,N
-42.83761,147.60098,295.67,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,279.74,0.89,N
-17.25213,144.77405,300.79,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.12,0.55,N
-42.83315,147.59021,300.5,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.06,1.2,N
-17.25737,144.80118,299.26,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.77,0.9,N
-42.83383,147.59528,318.04,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.47,1.61,N
-17.25839,144.8065,299.73,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.92,0.84,N
-42.83451,147.60033,308.36,0.41,0.37,2026-05-18,1520,N,nominal,2.0NRT,280.37,1.61,N
-17.25679,144.77286,299.85,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.09,1.32,N
-17.25783,144.77823,307.12,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.14,1.32,N
-17.262,144.79987,310.81,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.34,2.08,N
-17.23558,144.75923,305.72,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.18,2.45,N
-17.24135,144.7635,323.66,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,290.16,2.45,N
-17.24714,144.76793,304.03,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.08,1.24,N
-17.25572,144.81053,301.23,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.8,0.76,N
-17.25283,144.7719,301.76,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.09,1.24,N
-17.25935,144.80428,308.56,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,289.51,3.03,N
-17.25858,144.77614,304.84,0.55,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.99,1.88,N
-17.27073,144.81235,298.65,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.29,0.66,N
-17.29969,144.81079,307.41,0.54,0.51,2026-05-18,1514,N,nominal,2.0NRT,288.61,1.1,N
-19.20852,145.93245,313.92,0.43,0.46,2026-05-18,1514,N,nominal,2.0NRT,288.39,1.78,N
-19.20807,145.93285,314.76,0.43,0.46,2026-05-18,1514,N,nominal,2.0NRT,288.59,1.97,N
-19.58633,146.4566,323.42,0.39,0.44,2026-05-18,1514,N,nominal,2.0NRT,283.83,1.09,N
-19.5856,146.45271,297.98,0.39,0.44,2026-05-18,1514,N,nominal,2.0NRT,286.21,0.83,N
-19.58707,146.46053,308.72,0.39,0.44,2026-05-18,1514,N,nominal,2.0NRT,281,1.09,N
-19.59108,146.45944,295.73,0.39,0.44,2026-05-18,1514,N,nominal,2.0NRT,280.11,1.09,N
-20.1066,148.50543,304.24,0.46,0.39,2026-05-18,1514,N,nominal,2.0NRT,289.19,0.32,N
-21.65398,147.98357,304.98,0.46,0.39,2026-05-18,1514,N,nominal,2.0NRT,287.65,0.6,N
