latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-8.56156,15.41315,339.36,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,299.52,4.26,D
-6.25613,29.0248,337.89,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.8,7.96,D
-6.2574,29.01796,337.88,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,291.7,7.96,D
-7.07013,24.48863,367,0.33,0.55,2026-05-18,1234,N,high,2.0NRT,295.55,36.79,D
-7.02828,24.72656,348.89,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,293.23,3.81,D
-7.07066,24.48563,357.15,0.33,0.55,2026-05-18,1234,N,nominal,2.0NRT,295.07,9.8,D
-7.07119,24.48264,341.16,0.33,0.55,2026-05-18,1234,N,nominal,2.0NRT,292.95,9.8,D
-7.40159,22.57453,331.69,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,293.84,3.34,D
-7.06502,24.48793,367,0.33,0.55,2026-05-18,1234,N,high,2.0NRT,297.61,36.79,D
-6.87917,25.53623,343.83,0.39,0.59,2026-05-18,1234,N,nominal,2.0NRT,293.25,5.34,D
-7.06555,24.48494,352.62,0.33,0.55,2026-05-18,1234,N,nominal,2.0NRT,293.74,9.8,D
-7.06607,24.48194,330.42,0.33,0.55,2026-05-18,1234,N,nominal,2.0NRT,291.71,9.8,D
-7.45162,22.22824,335.27,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.74,4.18,D
-6.87093,25.51927,367,0.39,0.59,2026-05-18,1234,N,high,2.0NRT,302.06,40.64,D
-6.93769,25.14604,367,0.36,0.58,2026-05-18,1234,N,high,2.0NRT,294.46,11.57,D
-6.87159,25.51558,348.69,0.39,0.59,2026-05-18,1234,N,nominal,2.0NRT,293.36,40.64,D
-7.47581,22.0602,343.85,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,294.84,8.98,D
-6.90107,25.31995,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,296.46,27.37,D
-6.90167,25.31657,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,294.26,14.33,D
-6.91984,25.21512,329.72,0.37,0.58,2026-05-18,1234,N,nominal,2.0NRT,296.29,5.7,D
-6.8963,25.31557,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,297.99,14.33,D
-7.37789,22.57961,329.02,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,295.81,3.01,D
-8.5257,15.46965,336.53,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,298.64,3.7,D
-6.96554,24.89875,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,299.85,35.62,D
-6.99611,24.72765,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,292.4,15.76,D
-6.2149,28.98051,330.21,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.88,6.44,D
-6.96495,24.90206,332.11,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,297.49,23.29,D
-6.96613,24.89548,352.93,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,302.93,35.62,D
-6.9667,24.89227,349.05,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,295.94,37.47,D
-7.37497,22.57003,340.3,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,296.13,5.89,D
-6.96031,24.89783,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,296.92,35.62,D
-6.9609,24.89456,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,297.76,35.62,D
-6.99095,24.72671,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,294.86,15.76,D
-6.20805,28.97939,338.24,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.73,6.44,D
-6.96147,24.89134,344.75,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,298.28,37.47,D
-6.9915,24.72365,356.46,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.84,20.09,D
-7.44556,22.13392,346.75,0.45,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.57,4.23,D
-6.90515,25.17424,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,295.02,13.09,D
-6.95964,24.87151,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,293.31,8.85,D
-6.96189,24.85901,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,293.9,11.47,D
-6.20593,28.95326,326.35,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,293.34,5.21,D
-6.86135,25.41662,352.2,0.38,0.59,2026-05-18,1234,N,nominal,2.0NRT,295.49,10.27,D
-6.95907,24.87469,351.74,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,293.3,10.8,D
-6.96132,24.86218,353.25,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,294.04,15.29,D
-8.45212,15.88988,337.51,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,296.37,3.43,D
-6.99611,24.63853,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,291.95,9.7,D
-6.99555,24.64169,353.1,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,292.54,9.7,D
-7.32461,22.78085,342.72,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,295.06,6.9,D
-7.44448,22.06315,339.91,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.59,5.54,D
-7.87178,19.47989,350.86,0.47,0.39,2026-05-18,1234,N,nominal,2.0NRT,304.63,45.37,D
-7.87173,19.48111,345.01,0.47,0.4,2026-05-18,1234,N,nominal,2.0NRT,298.33,40.82,D
-7.95013,18.96202,342.95,0.44,0.38,2026-05-18,1234,N,nominal,2.0NRT,299.62,7.4,D
-7.32775,22.78325,332.15,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.67,2.97,D
-7.44725,22.06027,338.82,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,297.11,2.73,D
-6.89472,25.31508,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,297.06,17.64,D
-6.96625,24.8981,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,300.57,37.82,D
-6.99556,24.72662,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,294.99,18.01,D
-6.96568,24.90141,334.82,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,298.25,15.64,D
-6.96681,24.89483,350.52,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,302.19,37.82,D
-6.96736,24.89161,349.81,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,293.19,33.71,D
-7.44296,22.05959,329.52,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,296.89,2.46,D
-6.96102,24.89712,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,297.71,37.82,D
-6.96158,24.89385,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,299.18,37.82,D
-6.99039,24.72565,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,293.53,18.01,D
-6.96045,24.90046,351.66,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,289.86,15.64,D
-6.96213,24.89064,337.26,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,295.98,33.71,D
-6.99092,24.72259,355.8,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,292.99,15.23,D
-6.95962,24.87393,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,294.49,12.63,D
-6.96177,24.86139,367,0.35,0.57,2026-05-18,1234,N,high,2.0NRT,295.57,17.76,D
-6.90793,25.17424,351.79,0.37,0.58,2026-05-18,1234,N,nominal,2.0NRT,293.97,7.58,D
-6.96016,24.87076,339.4,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,292.68,7.94,D
-6.96232,24.8582,348.21,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,292.85,9.16,D
-6.86053,25.41634,367,0.38,0.59,2026-05-18,1234,N,high,2.0NRT,295.41,9.49,D
-6.9026,25.17328,367,0.37,0.58,2026-05-18,1234,N,high,2.0NRT,294.15,7.58,D
-6.99438,24.64041,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,293.34,14.52,D
-6.99492,24.63725,353.75,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.74,14.52,D
-7.55512,21.2736,332.11,0.4,0.44,2026-05-18,1234,N,nominal,2.0NRT,296.58,2.41,D
-8.40812,15.87224,332.13,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,296.38,6.28,D
-6.98342,24.64253,367,0.34,0.56,2026-05-18,1234,N,high,2.0NRT,292.93,10.08,D
-6.21495,28.97984,327.43,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.78,7.19,D
-7.7576,20.00536,347.15,0.5,0.41,2026-05-18,1234,N,nominal,2.0NRT,300.75,33.1,D
-7.75833,20.00085,340.34,0.5,0.41,2026-05-18,1234,N,nominal,2.0NRT,300.3,26.67,D
-6.20809,28.97869,336.47,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.83,9.25,D
-6.20583,28.95243,326.2,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.99,4.44,D
-6.66964,26.37382,339.72,0.44,0.63,2026-05-18,1234,N,nominal,2.0NRT,294.57,4.86,D
-6.36352,28.04766,330.57,0.58,0.7,2026-05-18,1234,N,nominal,2.0NRT,290.03,5.51,D
-6.19015,28.92257,329.64,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,294.01,5.2,D
-6.79003,25.59408,340.64,0.39,0.6,2026-05-18,1234,N,nominal,2.0NRT,295.31,6.94,D
-6.78453,25.59311,367,0.39,0.6,2026-05-18,1234,N,high,2.0NRT,292.96,6.94,D
-6.95145,24.6435,336.25,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,293.15,7.62,D
-6.95201,24.6403,348.21,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.18,3.28,D
-6.74964,25.75777,367,0.4,0.6,2026-05-18,1234,N,high,2.0NRT,293.93,9.13,D
-6.7503,25.75404,367,0.4,0.6,2026-05-18,1234,N,high,2.0NRT,294.68,9.13,D
-6.74341,25.76056,352.14,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.82,17.05,D
-6.74408,25.75682,340.88,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.74,9.13,D
-7.28904,22.62959,337.74,0.49,0.48,2026-05-18,1234,N,nominal,2.0NRT,294.98,7.1,D
-7.36382,22.18911,338.26,0.45,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.4,9.55,D
-7.36451,22.18499,341.74,0.45,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.79,9.55,D
-6.73982,25.74855,367,0.4,0.6,2026-05-18,1234,N,high,2.0NRT,296.29,21.83,D
-6.15098,28.9818,328.17,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,292.38,9.13,D
-6.73717,25.76341,351.57,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,291.84,7.74,D
-6.73783,25.75967,345.66,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.16,7.74,D
-6.73916,25.75224,329.35,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.95,18.85,D
-6.9101,24.75768,347.75,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,295.84,4.79,D
-6.71666,25.81376,367,0.41,0.6,2026-05-18,1234,N,high,2.0NRT,295.43,7.88,D
-6.71731,25.81015,337.35,0.41,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.42,7.88,D
-6.9049,24.75689,331.92,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.63,2.75,D
-7.2959,22.50903,335.65,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,294.66,2.83,D
-7.05434,23.87782,333.63,0.59,0.53,2026-05-18,1234,N,nominal,2.0NRT,296.36,8.09,D
-7.28557,22.51622,341.19,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,293.7,8.44,D
-6.12753,28.91827,367,0.67,0.74,2026-05-18,1234,N,high,2.0NRT,295.08,38.68,D
-6.57822,26.48176,367,0.45,0.63,2026-05-18,1234,N,high,2.0NRT,296.87,17.26,D
-6.57896,26.47771,352.34,0.45,0.63,2026-05-18,1234,N,nominal,2.0NRT,294.99,9.53,D
-7.06689,23.69245,340.38,0.58,0.52,2026-05-18,1234,N,nominal,2.0NRT,296.35,8.81,D
-8.00489,18.07661,334.12,0.41,0.37,2026-05-18,1234,N,nominal,2.0NRT,300.56,3.49,D
-6.85395,24.83203,329.96,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,295.34,5.21,D
-6.85506,24.82585,340.69,0.35,0.56,2026-05-18,1234,N,nominal,2.0NRT,296.55,8.52,D
-6.85561,24.82276,333.78,0.35,0.56,2026-05-18,1234,N,nominal,2.0NRT,293.33,4.08,D
-7.10594,23.387,331.07,0.55,0.51,2026-05-18,1234,N,nominal,2.0NRT,294.56,4.42,D
-7.43322,21.47458,339.58,0.41,0.45,2026-05-18,1234,N,nominal,2.0NRT,287.64,5.4,D
-8.07202,17.53344,329.82,0.4,0.37,2026-05-18,1234,N,nominal,2.0NRT,297.95,1.85,D
-7.06845,23.68993,348.5,0.58,0.52,2026-05-18,1234,N,nominal,2.0NRT,296.74,9,D
-7.43507,21.47447,342.03,0.41,0.45,2026-05-18,1234,N,nominal,2.0NRT,287.72,6.06,D
-8.14482,16.99562,332.12,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,299.74,2.99,D
-6.58007,26.47796,367,0.45,0.63,2026-05-18,1234,N,high,2.0NRT,295.65,11.46,D
-6.57936,26.48203,348.42,0.45,0.63,2026-05-18,1234,N,nominal,2.0NRT,297.02,16.69,D
-7.39544,21.66461,343.83,0.42,0.45,2026-05-18,1234,N,nominal,2.0NRT,295.02,6.04,D
-7.39606,21.66087,328.98,0.42,0.45,2026-05-18,1234,N,nominal,2.0NRT,291.9,6.04,D
-7.1052,23.38374,329.45,0.55,0.51,2026-05-18,1234,N,nominal,2.0NRT,294.45,5.46,D
-7.39251,21.65638,343.43,0.42,0.45,2026-05-18,1234,N,nominal,2.0NRT,294.14,10.48,D
-6.85519,24.82401,349.98,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,296.39,7.15,D
-7.14429,23.12271,338.5,0.53,0.5,2026-05-18,1234,N,nominal,2.0NRT,295.07,4.32,D
-6.12602,28.922,337.07,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,291.95,28.21,D
-6.12715,28.91572,356.53,0.67,0.74,2026-05-18,1234,N,nominal,2.0NRT,294.46,28.21,D
-7.02444,23.80316,336.82,0.59,0.53,2026-05-18,1234,N,nominal,2.0NRT,293.12,3.65,D
-7.13638,23.14145,337.39,0.53,0.5,2026-05-18,1234,N,nominal,2.0NRT,294.83,3.17,D
-7.00288,23.90037,333.73,0.6,0.53,2026-05-18,1234,N,nominal,2.0NRT,292.21,3.87,D
-7.26587,22.34143,332.54,0.47,0.47,2026-05-18,1234,N,nominal,2.0NRT,294.57,4.62,D
-7.26658,22.33718,332.36,0.47,0.47,2026-05-18,1234,N,nominal,2.0NRT,295.58,6.19,D
-7.25083,22.40447,330.66,0.47,0.48,2026-05-18,1234,N,nominal,2.0NRT,295.52,1.62,D
-7.26221,22.33639,347.96,0.47,0.47,2026-05-18,1234,N,nominal,2.0NRT,295,10.92,D
-7.68169,19.75692,331.06,0.48,0.4,2026-05-18,1234,N,nominal,2.0NRT,296.12,3.07,D
-7.26476,22.26758,345.3,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,298.34,7.81,D
-6.66456,25.72827,335.79,0.4,0.6,2026-05-18,1234,N,nominal,2.0NRT,295.02,3.23,D
-6.6286,25.89928,342.01,0.41,0.61,2026-05-18,1234,N,nominal,2.0NRT,293.66,5.83,D
-7.29952,22.00732,336.12,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,297.74,3.16,D
-7.79254,18.97422,334.87,0.44,0.39,2026-05-18,1234,N,nominal,2.0NRT,297.5,6.08,D
-7.79319,18.9702,334.61,0.44,0.39,2026-05-18,1234,N,nominal,2.0NRT,299.35,5.23,D
-8.0125,17.58299,339.73,0.4,0.37,2026-05-18,1234,N,nominal,2.0NRT,300.68,3.54,D
-6.14799,28.45839,333.81,0.62,0.72,2026-05-18,1234,N,nominal,2.0NRT,292.4,5.74,D
-7.10946,23.04815,343.22,0.52,0.5,2026-05-18,1234,N,nominal,2.0NRT,300.2,21.35,D
-7.11026,23.04345,339.53,0.52,0.5,2026-05-18,1234,N,nominal,2.0NRT,296.2,21.35,D
-7.20534,22.48594,345.49,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,297.1,5.83,D
-8.01922,17.49577,329.62,0.4,0.37,2026-05-18,1234,N,nominal,2.0NRT,298.85,4.12,D
-8.25968,15.93471,328.86,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,296.6,2.3,D
-8.33863,15.38974,332.85,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,291.62,2.48,D
-8.34287,15.36156,331.65,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,295.44,7.31,D
-6.65262,25.60242,367,0.4,0.6,2026-05-18,1234,N,high,2.0NRT,295.17,10.72,D
-7.07369,23.20086,367,0.54,0.5,2026-05-18,1234,N,high,2.0NRT,292.87,18.49,D
-7.24768,22.18347,332.77,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.36,5.36,D
-8.27847,15.76589,328.03,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,294.95,0.63,D
-8.32835,15.43535,343.49,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,292.14,8.76,D
-6.64781,25.59749,332.1,0.39,0.6,2026-05-18,1234,N,nominal,2.0NRT,294.42,8.74,D
-6.64235,25.59625,367,0.39,0.6,2026-05-18,1234,N,high,2.0NRT,296.86,8.74,D
-7.45251,20.91533,330.2,0.57,0.43,2026-05-18,1234,N,nominal,2.0NRT,296.71,3.37,D
-6.7963,24.70108,340.02,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,296.91,2.77,D
-7.12828,22.77484,339.32,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,292.89,9.17,D
-7.12906,22.77034,332.9,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,292.17,9.17,D
-7.27119,21.94117,328.27,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,296.08,4.98,D
-7.27188,21.93715,339.91,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.98,4.98,D
-6.26794,27.55418,367,0.54,0.68,2026-05-18,1234,N,high,2.0NRT,297.53,21.19,D
-6.26705,27.559,347.87,0.54,0.68,2026-05-18,1234,N,nominal,2.0NRT,294.73,21.19,D
-7.05549,23.16773,339.56,0.53,0.5,2026-05-18,1234,N,nominal,2.0NRT,293.64,5.95,D
-7.26083,21.97624,333.24,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,297.92,3.31,D
-7.63721,19.72723,327.97,0.48,0.4,2026-05-18,1234,N,nominal,2.0NRT,295.19,2.76,D
-8.23801,15.92066,331.75,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,297.23,3.07,D
-6.14718,28.16895,367,0.6,0.7,2026-05-18,1234,N,high,2.0NRT,294.02,23.64,D
-6.14826,28.16317,329.52,0.6,0.7,2026-05-18,1234,N,nominal,2.0NRT,291.74,12.81,D
-7.20308,22.28748,340.66,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,297.56,7.05,D
-8.30231,15.44943,340.64,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,290.6,4.53,D
-6.53097,26.02103,336.88,0.42,0.61,2026-05-18,1234,N,nominal,2.0NRT,295.8,6.19,D
-7.96637,17.59054,329.44,0.4,0.37,2026-05-18,1234,N,low,2.0NRT,300.73,2.54,D
-7.96807,17.57973,333.94,0.4,0.37,2026-05-18,1234,N,nominal,2.0NRT,301.73,5.15,D
-8.23212,15.86979,340.54,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,291.97,5.76,D
-7.1893,22.26335,339.88,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.18,8.16,D
-7.19001,22.25924,351.23,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,298.7,8.16,D
-6.14346,28.38888,328.09,0.62,0.71,2026-05-18,1234,N,nominal,2.0NRT,292.65,3.22,D
-8.15827,16.18205,329.13,0.38,0.36,2026-05-18,1234,N,nominal,2.0NRT,296.23,1.8,D
-8.21881,15.78461,331.88,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,296.87,2.84,D
-7.1892,22.26335,336.4,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,295.9,9.12,D
-7.18988,22.25923,353.32,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,298.17,9.12,D
-6.93668,23.74655,336.22,0.59,0.53,2026-05-18,1234,N,nominal,2.0NRT,292.33,4.92,D
-7.277,21.70399,335.93,0.42,0.46,2026-05-18,1234,N,nominal,2.0NRT,292.27,13.26,D
-7.59279,19.7569,332.8,0.49,0.4,2026-05-18,1234,N,nominal,2.0NRT,293.42,3.24,D
-7.78393,18.5528,332.93,0.43,0.38,2026-05-18,1234,N,nominal,2.0NRT,298.32,5.48,D
-8.274,15.37553,330.28,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,291.76,1.56,D
-6.02654,28.92591,327.87,0.68,0.74,2026-05-18,1234,N,nominal,2.0NRT,290.36,3.78,D
-6.27153,27.55515,351.8,0.54,0.68,2026-05-18,1234,N,nominal,2.0NRT,295.56,10.47,D
-7.2728,21.70333,355.94,0.42,0.46,2026-05-18,1234,N,nominal,2.0NRT,293.23,13.26,D
-6.26523,27.55418,367,0.54,0.68,2026-05-18,1234,N,high,2.0NRT,294.79,16.99,D
-7.17255,22.28263,367,0.46,0.47,2026-05-18,1234,N,high,2.0NRT,297.28,13.56,D
-6.26437,27.55898,337.52,0.54,0.68,2026-05-18,1234,N,nominal,2.0NRT,291.06,16.99,D
-7.08221,22.82392,342.21,0.51,0.49,2026-05-18,1234,N,nominal,2.0NRT,296.07,8.69,D
-7.2686,21.70267,343.17,0.42,0.46,2026-05-18,1234,N,nominal,2.0NRT,287.9,14.6,D
-7.26923,21.69882,331.85,0.42,0.46,2026-05-18,1234,N,nominal,2.0NRT,283.23,5.21,D
-6.14856,28.17046,339.26,0.6,0.7,2026-05-18,1234,N,nominal,2.0NRT,292.91,13.94,D
-6.14959,28.16471,343.51,0.6,0.7,2026-05-18,1234,N,nominal,2.0NRT,292.11,11.57,D
-7.01723,23.18242,332.29,0.54,0.5,2026-05-18,1234,N,nominal,2.0NRT,295.96,3.77,D
-7.02214,23.15328,340.32,0.53,0.5,2026-05-18,1234,N,nominal,2.0NRT,296.36,10.95,D
-7.02296,23.14843,329.13,0.53,0.5,2026-05-18,1234,N,nominal,2.0NRT,294.95,10.95,D
-7.9459,17.45049,336.72,0.4,0.37,2026-05-18,1234,N,nominal,2.0NRT,298.39,5.49,D
-7.99228,17.15142,328.69,0.39,0.36,2026-05-18,1234,N,low,2.0NRT,301.48,2.62,D
-6.65031,25.2951,367,0.38,0.59,2026-05-18,1234,N,high,2.0NRT,296.09,22.89,D
-6.99089,23.30982,338.23,0.55,0.51,2026-05-18,1234,N,nominal,2.0NRT,296.24,7.46,D
-7.08466,22.75386,350.26,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.22,11.26,D
-7.16381,22.2812,338.01,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,297.26,10.45,D
-7.16452,22.27693,346.06,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,297.31,8.84,D
-7.1235,22.4951,342.14,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,294.58,14.27,D
-7.16014,22.27628,343.69,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,295.6,8.84,D
-8.18491,15.85099,339.97,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,299.09,6.07,D
-6.71221,24.87556,341.89,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,295.92,6.16,D
-6.71276,24.8724,333.59,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,295.36,3.89,D
-7.08929,22.6713,339.81,0.49,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.98,8.81,D
-7.11905,22.49442,343.42,0.48,0.48,2026-05-18,1234,N,nominal,2.0NRT,294.81,7.05,D
-7.15364,22.28833,331.13,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,296.17,3.02,D
-6.47927,26.1725,342.99,0.43,0.62,2026-05-18,1234,N,nominal,2.0NRT,294.77,7.44,D
-6.70641,24.87782,356.26,0.35,0.57,2026-05-18,1234,N,nominal,2.0NRT,293.85,6.16,D
-6.72297,24.7826,344.19,0.35,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.71,5.74,D
-8.18834,15.78354,334.11,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,293.81,4.83,D
-6.38163,26.68827,330.73,0.47,0.64,2026-05-18,1234,N,nominal,2.0NRT,296.59,3.31,D
-6.54084,25.7909,328.72,0.41,0.61,2026-05-18,1234,N,nominal,2.0NRT,292.9,2.98,D
-6.88302,23.82663,334.19,0.59,0.53,2026-05-18,1234,N,nominal,2.0NRT,295.59,5.59,D
-6.88859,23.79424,340.9,0.59,0.53,2026-05-18,1234,N,nominal,2.0NRT,295.53,4.57,D
-7.0697,22.73247,337.58,0.5,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.79,4.49,D
-7.08333,22.65191,334.51,0.49,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.58,7.79,D
-7.08408,22.64747,332.95,0.49,0.49,2026-05-18,1234,N,nominal,2.0NRT,294.73,3.74,D
-6.72184,24.72744,345.07,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,291.67,6.74,D
-6.72239,24.72429,334.54,0.34,0.56,2026-05-18,1234,N,nominal,2.0NRT,294.19,6.8,D
-6.90669,23.65989,333.82,0.58,0.52,2026-05-18,1234,N,nominal,2.0NRT,294.45,4.27,D
-7.0796,22.64671,329.86,0.49,0.49,2026-05-18,1234,N,nominal,2.0NRT,292.22,3.74,D
-7.13959,22.23849,333.17,0.46,0.47,2026-05-18,1234,N,nominal,2.0NRT,294.95,2.54,D
-7.19202,21.9276,331.2,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.24,6.94,D
-7.19268,21.92367,340.93,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.38,6.94,D
-7.96498,17.15079,352.26,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,304.97,10.94,D
-7.96553,17.14726,339.2,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,300.6,2.62,D
-8.18087,15.74307,326.97,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,294.96,1.59,D
-7.17762,21.98706,340.01,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.02,14.45,D
-7.1783,21.983,337.08,0.44,0.46,2026-05-18,1234,N,nominal,2.0NRT,295.49,10.44,D
-7.94234,17.27437,330.58,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,298.07,2.07,D
-7.9462,17.24952,344.43,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,302.32,7.43,D
-7.94676,17.24596,356.89,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,309.04,18.82,D
-7.94731,17.24242,330.2,0.39,0.36,2026-05-18,1234,N,nominal,2.0NRT,298.63,18.82,D
