lat,lon,detection_date,detection_confidence,fire_radiative_power
31.48743,76.86193,2026-05-18,nominal,3.45
22.06219,78.17604,2026-05-18,nominal,11.35
60.43364,96.50286,2026-05-18,nominal,0.74
29.65839,90.89679,2026-05-18,nominal,0.72
22.06278,78.17075,2026-05-18,nominal,9.69
60.43267,96.51029,2026-05-18,nominal,0.8
30.93496,77.71536,2026-05-18,nominal,0.72
60.43171,96.51765,2026-05-18,nominal,0.8
20.97001,86.02153,2026-05-18,nominal,1.27
60.43076,96.52495,2026-05-18,nominal,1.26
30.92994,77.7121,2026-05-18,nominal,0.72
20.97306,86.0029,2026-05-18,nominal,1.47
60.42933,96.5085,2026-05-18,nominal,1.49
30.73192,77.20768,2026-05-18,nominal,1.5
20.96513,86.05135,2026-05-18,nominal,0.87
60.43127,96.49363,2026-05-18,nominal,0.88
30.72656,77.20692,2026-05-18,nominal,1.5
22.26067,76.15765,2026-05-18,nominal,5.56
60.43029,96.50108,2026-05-18,nominal,0.88
30.6884,77.70193,2026-05-18,nominal,0.59
20.96852,86.00973,2026-05-18,nominal,1.33
60.42837,96.51584,2026-05-18,nominal,1.49
30.70054,77.33755,2026-05-18,nominal,2.01
20.96791,86.01346,2026-05-18,nominal,0.98
60.42741,96.52312,2026-05-18,nominal,0.97
30.7003,77.34067,2026-05-18,nominal,2.16
20.9618,86.05072,2026-05-18,nominal,0.75
60.42598,96.50666,2026-05-18,nominal,1.49
30.69503,77.33949,2026-05-18,nominal,2.01
20.96641,86.00166,2026-05-18,nominal,1.39
60.42792,96.49183,2026-05-18,nominal,0.88
30.69529,77.33602,2026-05-18,nominal,2.01
20.96519,86.00911,2026-05-18,nominal,1.33
60.42695,96.49926,2026-05-18,nominal,0.88
30.6948,77.34244,2026-05-18,nominal,2.16
20.96458,86.01283,2026-05-18,nominal,0.98
60.42502,96.51402,2026-05-18,nominal,1.49
29.22534,88.35067,2026-05-18,nominal,1.69
20.96248,86.00477,2026-05-18,nominal,4.57
60.42407,96.52133,2026-05-18,nominal,0.97
30.41071,78.44631,2026-05-18,nominal,2.83
60.42456,96.49001,2026-05-18,nominal,0.76
20.95182,86.04887,2026-05-18,nominal,2.8
30.31163,79.18667,2026-05-18,nominal,1.16
60.4236,96.49741,2026-05-18,nominal,0.76
20.95243,86.04514,2026-05-18,nominal,1.52
30.30685,79.24016,2026-05-18,nominal,1.04
60.42264,96.5048,2026-05-18,nominal,0.72
22.11372,77.30582,2026-05-18,nominal,9.99
30.30221,79.23847,2026-05-18,nominal,1.38
60.42168,96.51218,2026-05-18,nominal,0.72
30.30173,79.2438,2026-05-18,nominal,1.38
20.93999,86.05822,2026-05-18,nominal,1.68
60.42072,96.51954,2026-05-18,nominal,1.65
30.31108,79.18548,2026-05-18,nominal,1.51
21.07746,85.03862,2026-05-18,nominal,1.38
60.42027,96.49554,2026-05-18,nominal,0.76
30.30596,79.23863,2026-05-18,nominal,1.43
21.07688,85.0423,2026-05-18,nominal,1.38
60.4193,96.50293,2026-05-18,nominal,0.72
30.30536,79.24483,2026-05-18,nominal,0.38
21.07357,85.04171,2026-05-18,nominal,1.38
60.41834,96.51034,2026-05-18,nominal,0.72
30.30136,79.2368,2026-05-18,nominal,1.36
20.98395,85.13536,2026-05-18,nominal,1.33
60.44167,96.24658,2026-05-18,nominal,2.24
30.31277,79.0669,2026-05-18,nominal,0.95
20.97813,85.17213,2026-05-18,nominal,0.73
60.44074,96.25385,2026-05-18,nominal,2.24
30.30249,79.17498,2026-05-18,nominal,1.53
20.98122,85.13109,2026-05-18,nominal,2.49
58.42062,107.44209,2026-05-18,nominal,1.6
30.29465,79.20678,2026-05-18,nominal,2.49
20.9754,85.16785,2026-05-18,nominal,1.58
60.43738,96.252,2026-05-18,nominal,2.24
30.2952,79.09945,2026-05-18,nominal,3.88
20.97482,85.17154,2026-05-18,nominal,1.98
60.43832,96.24466,2026-05-18,nominal,2.24
30.28872,79.06556,2026-05-18,nominal,1.55
20.97424,85.17521,2026-05-18,nominal,1.98
60.43645,96.25927,2026-05-18,nominal,1.16
30.28813,79.07191,2026-05-18,nominal,2.25
20.97093,85.17461,2026-05-18,nominal,1.98
60.43403,96.25009,2026-05-18,nominal,1.65
30.2709,79.25536,2026-05-18,nominal,1.44
20.97035,85.17829,2026-05-18,nominal,2.0
60.43497,96.2427,2026-05-18,nominal,1.65
30.28364,79.0682,2026-05-18,nominal,1.55
20.97733,85.13417,2026-05-18,nominal,2.06
60.4331,96.25738,2026-05-18,nominal,0.95
30.26685,79.24754,2026-05-18,nominal,1.44
20.97151,85.17094,2026-05-18,nominal,1.98
58.48238,107.0214,2026-05-18,nominal,35.1
30.26606,79.25594,2026-05-18,nominal,1.44
20.97054,85.15564,2026-05-18,nominal,1.77
61.09985,75.98875,2026-05-18,nominal,1.69
30.36991,77.65845,2026-05-18,nominal,1.9
20.96762,85.17403,2026-05-18,nominal,2.04
61.09575,75.99662,2026-05-18,nominal,1.8
30.36406,77.66582,2026-05-18,nominal,4.91
20.97112,85.15196,2026-05-18,nominal,1.61
58.09424,106.56208,2026-05-18,nominal,0.84
30.36495,77.65457,2026-05-18,nominal,1.9
20.9682,85.17035,2026-05-18,nominal,2.04
60.75425,77.17345,2026-05-18,nominal,0.77
30.29188,78.23952,2026-05-18,nominal,1.04
20.96704,85.1777,2026-05-18,nominal,2.42
60.58398,78.72244,2026-05-18,nominal,1.2
29.08397,88.01006,2026-05-18,nominal,1.38
20.96529,85.18873,2026-05-18,nominal,2.68
57.73945,105.94107,2026-05-18,nominal,1.38
30.26858,78.3382,2026-05-18,nominal,2.48
20.96548,85.16607,2026-05-18,nominal,2.05
60.52427,78.76729,2026-05-18,nominal,0.72
30.26897,78.3385,2026-05-18,nominal,1.0
20.96198,85.18813,2026-05-18,nominal,2.68
57.68255,106.08174,2026-05-18,nominal,14.05
30.13972,78.78887,2026-05-18,nominal,1.05
20.96781,85.15137,2026-05-18,nominal,1.61
60.50005,78.1249,2026-05-18,nominal,0.73
30.14749,78.64179,2026-05-18,nominal,1.27
20.96723,85.15504,2026-05-18,nominal,1.77
60.52314,78.76757,2026-05-18,nominal,0.58
30.13561,78.66548,2026-05-18,nominal,0.98
20.96606,85.1624,2026-05-18,nominal,2.05
60.5012,78.12561,2026-05-18,nominal,1.18
30.13668,78.78873,2026-05-18,nominal,0.84
20.9649,85.16975,2026-05-18,nominal,2.04
57.60032,106.06322,2026-05-18,nominal,1.32
57.58912,105.91344,2026-05-18,nominal,2.25
20.96432,85.17343,2026-05-18,nominal,2.04
30.1275,78.62139,2026-05-18,nominal,1.43
57.58562,105.91064,2026-05-18,nominal,2.25
20.96256,85.18446,2026-05-18,nominal,2.68
27.37716,95.33389,2026-05-18,nominal,2.15
57.58835,105.91518,2026-05-18,nominal,2.62
57.58487,105.91238,2026-05-18,nominal,2.62
20.96857,85.12504,2026-05-18,nominal,1.92
29.83195,80.19913,2026-05-18,nominal,1.46
57.56891,105.92828,2026-05-18,nominal,3.39
29.88928,79.00644,2026-05-18,nominal,1.37
20.96275,85.1618,2026-05-18,nominal,1.44
57.56543,105.92545,2026-05-18,nominal,3.39
27.32477,95.27621,2026-05-18,nominal,1.17
20.96217,85.16548,2026-05-18,nominal,1.44
57.6144,105.68961,2026-05-18,nominal,2.72
29.55049,81.16221,2026-05-18,nominal,0.63
20.96159,85.16916,2026-05-18,nominal,1.78
57.57088,105.88305,2026-05-18,nominal,3.3
29.75669,79.1343,2026-05-18,nominal,0.84
57.56194,105.92265,2026-05-18,nominal,6.46
29.54649,81.16013,2026-05-18,nominal,0.63
20.96101,85.17284,2026-05-18,nominal,1.78
29.65496,79.93207,2026-05-18,nominal,0.98
57.56738,105.88039,2026-05-18,nominal,3.3
20.95471,85.14954,2026-05-18,nominal,1.27
29.72912,79.01939,2026-05-18,nominal,2.48
57.53752,105.86664,2026-05-18,nominal,4.37
29.6388,79.34851,2026-05-18,nominal,0.91
57.53401,105.86395,2026-05-18,nominal,10.41
20.96513,85.01904,2026-05-18,nominal,2.95
25.78293,100.37148,2026-05-18,nominal,0.76
57.43892,105.88429,2026-05-18,nominal,4.85
20.95636,85.00993,2026-05-18,nominal,2.05
29.51253,79.64327,2026-05-18,nominal,1.14
56.82707,106.01314,2026-05-18,nominal,1.63
25.78567,100.37006,2026-05-18,nominal,1.04
59.26579,77.03181,2026-05-18,nominal,0.69
20.94824,85.06141,2026-05-18,nominal,4.64
29.51871,79.39539,2026-05-18,nominal,0.83
59.27081,77.02818,2026-05-18,nominal,0.71
20.95579,85.0136,2026-05-18,nominal,2.05
29.30713,80.68347,2026-05-18,nominal,0.81
58.15562,95.13749,2026-05-18,nominal,1.09
29.30884,80.68163,2026-05-18,nominal,1.01
20.95248,85.013,2026-05-18,nominal,2.16
58.15358,95.13591,2026-05-18,nominal,1.41
29.21978,80.27843,2026-05-18,nominal,1.79
21.97639,77.28741,2026-05-18,nominal,1.13
58.15268,95.14283,2026-05-18,nominal,1.41
29.21805,79.67561,2026-05-18,nominal,1.3
21.97091,77.29273,2026-05-18,nominal,1.67
58.96286,73.95803,2026-05-18,nominal,0.75
29.03592,81.30178,2026-05-18,nominal,4.82
21.3778,81.68126,2026-05-18,nominal,2.03
58.95869,73.95676,2026-05-18,nominal,1.73
29.06985,80.43497,2026-05-18,nominal,1.33
20.8859,84.98224,2026-05-18,nominal,2.66
55.17185,106.91759,2026-05-18,nominal,8.84
29.06606,80.42928,2026-05-18,nominal,1.33
21.36366,81.65381,2026-05-18,nominal,0.9
55.17029,106.92373,2026-05-18,nominal,8.84
28.96407,80.74911,2026-05-18,nominal,1.39
20.86804,84.9912,2026-05-18,nominal,1.93
55.20705,106.45793,2026-05-18,nominal,3.43
28.88489,81.44437,2026-05-18,nominal,1.26
20.86473,84.99061,2026-05-18,nominal,1.93
55.20567,106.46352,2026-05-18,nominal,2.92
28.88078,81.44421,2026-05-18,nominal,1.26
20.86415,84.99429,2026-05-18,nominal,2.68
28.7028,81.31425,2026-05-18,nominal,2.13
55.2034,106.45454,2026-05-18,nominal,2.14
21.34713,81.66522,2026-05-18,nominal,2.63
28.63769,81.82693,2026-05-18,nominal,1.57
55.20195,106.46042,2026-05-18,nominal,1.8
20.80571,85.25587,2026-05-18,nominal,3.59
28.63306,81.83195,2026-05-18,nominal,2.19
55.22991,106.14761,2026-05-18,nominal,0.89
28.38351,81.89073,2026-05-18,nominal,1.49
20.79579,85.25408,2026-05-18,nominal,1.05
58.16024,78.89876,2026-05-18,nominal,1.08
28.17062,83.08605,2026-05-18,nominal,0.96
20.7952,85.25775,2026-05-18,nominal,1.05
58.1543,78.88258,2026-05-18,nominal,2.82
28.17134,83.08846,2026-05-18,nominal,0.85
20.79248,85.25349,2026-05-18,nominal,2.09
58.15431,78.8986,2026-05-18,nominal,1.08
28.27604,81.19537,2026-05-18,nominal,1.82
20.78683,85.26759,2026-05-18,nominal,0.99
58.15747,78.90142,2026-05-18,nominal,1.98
24.61192,99.72105,2026-05-18,nominal,0.92
20.78411,85.26331,2026-05-18,nominal,1.25
58.15158,78.8853,2026-05-18,nominal,1.48
24.61292,99.72157,2026-05-18,nominal,0.97
20.76171,85.29707,2026-05-18,nominal,1.47
58.15161,78.87723,2026-05-18,nominal,1.48
27.26281,86.2438,2026-05-18,nominal,1.3
20.75899,85.29281,2026-05-18,nominal,1.01
57.67248,78.92593,2026-05-18,nominal,1.0
27.77969,82.58857,2026-05-18,nominal,1.75
20.7584,85.29648,2026-05-18,nominal,1.01
57.51592,79.01337,2026-05-18,nominal,1.3
27.77903,82.5937,2026-05-18,nominal,1.75
57.51252,79.01559,2026-05-18,nominal,1.55
21.7381,78.04843,2026-05-18,nominal,3.58
27.77592,82.58801,2026-05-18,nominal,1.75
57.43014,78.69115,2026-05-18,nominal,2.02
21.73533,78.07327,2026-05-18,nominal,2.45
27.25836,86.25064,2026-05-18,nominal,0.88
57.43014,78.69909,2026-05-18,nominal,2.02
21.29906,81.60634,2026-05-18,nominal,1.84
27.25506,86.24992,2026-05-18,nominal,1.7
57.42416,78.69108,2026-05-18,nominal,1.74
21.73352,78.04781,2026-05-18,nominal,3.31
27.25234,86.24546,2026-05-18,nominal,0.92
57.42417,78.69907,2026-05-18,nominal,1.74
21.1921,81.39114,2026-05-18,nominal,3.31
57.42843,78.69469,2026-05-18,high,6.72
24.52331,97.79398,2026-05-18,nominal,1.85
21.18163,81.38474,2026-05-18,nominal,4.01
57.26799,79.38333,2026-05-18,nominal,1.32
26.83247,85.60799,2026-05-18,nominal,1.41
21.33787,78.96738,2026-05-18,nominal,6.58
56.24277,77.66399,2026-05-18,nominal,0.92
26.53487,82.02718,2026-05-18,nominal,0.9
21.24857,79.20826,2026-05-18,nominal,5.98
56.2428,77.67235,2026-05-18,nominal,0.92
26.62825,80.99051,2026-05-18,nominal,0.35
21.24883,79.21024,2026-05-18,nominal,5.22
55.30243,85.59431,2026-05-18,nominal,1.57
26.64081,79.47794,2026-05-18,nominal,1.57
21.24305,79.22205,2026-05-18,nominal,4.87
54.72128,85.27348,2026-05-18,nominal,4.39
54.72109,85.27567,2026-05-18,nominal,5.85
21.1044,72.64316,2026-05-18,nominal,3.34
26.30244,79.1874,2026-05-18,nominal,0.67
54.41676,86.78262,2026-05-18,nominal,1.16
21.10532,72.63206,2026-05-18,nominal,1.18
25.03367,87.37312,2026-05-18,nominal,1.48
54.30383,86.14172,2026-05-18,nominal,1.37
21.10361,72.64289,2026-05-18,nominal,2.4
25.03303,87.37701,2026-05-18,nominal,1.48
54.29968,86.19943,2026-05-18,nominal,1.0
21.10459,72.6318,2026-05-18,nominal,2.47
25.02969,87.37634,2026-05-18,nominal,1.48
54.30001,86.13353,2026-05-18,nominal,2.74
20.86253,74.02124,2026-05-18,nominal,1.44
26.0743,79.37229,2026-05-18,nominal,1.71
54.29566,86.13268,2026-05-18,nominal,2.74
20.5646,76.06184,2026-05-18,nominal,3.34
54.28547,86.1519,2026-05-18,nominal,3.07
25.88666,79.42636,2026-05-18,nominal,0.64
20.56103,75.7393,2026-05-18,nominal,2.0
54.28594,86.14525,2026-05-18,nominal,2.35
25.98606,78.11164,2026-05-18,nominal,2.41
20.01291,79.05689,2026-05-18,nominal,7.33
54.26659,86.16973,2026-05-18,nominal,12.87
25.98691,78.05289,2026-05-18,nominal,3.2
19.96206,79.33279,2026-05-18,nominal,4.99
54.2661,86.1767,2026-05-18,nominal,2.09
20.38377,75.56336,2026-05-18,nominal,0.22
25.98635,78.05872,2026-05-18,nominal,3.2
54.26557,86.18421,2026-05-18,nominal,2.09
19.9279,79.12029,2026-05-18,nominal,0.94
54.30583,74.60622,2026-05-18,nominal,2.75
25.6729,80.71601,2026-05-18,nominal,0.57
54.30679,74.60278,2026-05-18,nominal,1.75
19.78755,79.14646,2026-05-18,nominal,1.4
24.01874,91.12388,2026-05-18,nominal,1.56
54.30703,74.6134,2026-05-18,nominal,1.41
25.66944,79.86668,2026-05-18,nominal,1.61
19.67739,79.66093,2026-05-18,nominal,3.11
53.92223,87.28876,2026-05-18,nominal,0.78
25.6679,79.86335,2026-05-18,nominal,1.63
19.59146,78.55699,2026-05-18,nominal,0.68
53.91399,87.28678,2026-05-18,nominal,0.92
53.95304,86.64174,2026-05-18,nominal,1.0
19.10453,82.1665,2026-05-18,nominal,1.43
25.66739,79.86781,2026-05-18,nominal,1.19
53.89285,87.28819,2026-05-18,nominal,2.68
25.08654,84.25542,2026-05-18,nominal,1.42
19.10104,82.16594,2026-05-18,nominal,1.43
53.68683,85.00689,2026-05-18,nominal,1.94
19.09755,82.16539,2026-05-18,nominal,3.52
25.78984,78.51913,2026-05-18,nominal,0.89
46.38992,113.99635,2026-05-18,nominal,2.07
19.09346,82.1689,2026-05-18,nominal,3.52
25.57027,79.79987,2026-05-18,nominal,0.67
46.3836,113.99135,2026-05-18,nominal,2.07
20.08549,73.76826,2026-05-18,nominal,0.54
25.57286,79.79778,2026-05-18,nominal,1.17
52.25731,77.03854,2026-05-18,nominal,1.36
19.55797,75.84531,2026-05-18,nominal,0.81
25.7194,78.12622,2026-05-18,nominal,1.17
19.15937,78.89339,2026-05-18,nominal,5.01
52.25733,77.04656,2026-05-18,nominal,1.36
25.49773,79.68682,2026-05-18,nominal,0.77
52.26065,77.04209,2026-05-18,nominal,1.47
19.20499,77.89014,2026-05-18,nominal,4.41
24.93115,84.14651,2026-05-18,nominal,0.86
18.34726,83.32276,2026-05-18,nominal,1.84
52.08174,76.84995,2026-05-18,nominal,3.58
24.92715,84.14996,2026-05-18,nominal,0.86
18.32361,83.47842,2026-05-18,nominal,2.2
51.25686,75.63789,2026-05-18,nominal,3.43
24.90113,83.87454,2026-05-18,nominal,0.76
18.71909,79.53666,2026-05-18,nominal,2.74
51.25757,75.71706,2026-05-18,nominal,1.01
25.73463,76.05213,2026-05-18,nominal,3.63
18.69103,78.27554,2026-05-18,nominal,7.03
45.93604,108.94959,2026-05-18,nominal,0.85
25.7339,76.05317,2026-05-18,nominal,3.73
18.69433,78.27347,2026-05-18,nominal,7.01
50.05844,73.04619,2026-05-18,nominal,2.0
25.33682,79.57281,2026-05-18,nominal,0.85
18.41595,78.98002,2026-05-18,nominal,4.51
50.04288,73.01332,2026-05-18,nominal,3.72
25.05947,81.71519,2026-05-18,nominal,1.11
50.04227,73.0083,2026-05-18,nominal,3.72
18.41546,78.98389,2026-05-18,nominal,4.2
25.64072,76.17368,2026-05-18,nominal,1.09
49.64286,83.57373,2026-05-18,nominal,1.32
18.2617,79.59524,2026-05-18,nominal,3.59
24.97702,82.03068,2026-05-18,nominal,1.03
49.64442,83.57534,2026-05-18,nominal,1.02
18.25774,79.59465,2026-05-18,nominal,3.59
24.97708,82.02824,2026-05-18,nominal,1.51
47.5135,85.15408,2026-05-18,nominal,0.57
18.35819,78.18555,2026-05-18,nominal,4.36
24.93478,82.25983,2026-05-18,nominal,2.45
46.82233,74.92926,2026-05-18,nominal,1.78
18.14417,79.58141,2026-05-18,nominal,0.25
25.32701,76.78914,2026-05-18,nominal,0.55
46.82002,74.92744,2026-05-18,nominal,1.73
17.61176,83.20351,2026-05-18,nominal,2.24
24.86271,79.94176,2026-05-18,nominal,0.71
46.82001,74.9358,2026-05-18,nominal,1.65
17.60841,83.20295,2026-05-18,nominal,2.24
24.45024,83.03855,2026-05-18,nominal,0.91
40.97269,110.08556,2026-05-18,nominal,1.96
17.60506,83.20239,2026-05-18,nominal,3.71
44.85135,90.93667,2026-05-18,nominal,2.66
25.13341,76.48676,2026-05-18,nominal,0.58
17.95451,80.7874,2026-05-18,nominal,1.93
44.84803,90.93571,2026-05-18,nominal,2.66
17.95083,80.78687,2026-05-18,nominal,1.93
24.61336,81.217,2026-05-18,nominal,1.35
44.84875,90.93082,2026-05-18,nominal,2.21
17.60227,83.19814,2026-05-18,nominal,2.5
24.63763,80.95931,2026-05-18,nominal,3.46
44.84517,90.95531,2026-05-18,nominal,1.36
24.63367,80.95875,2026-05-18,nominal,2.14
17.94714,80.78634,2026-05-18,nominal,0.98
44.84185,90.95436,2026-05-18,nominal,1.15
18.05462,79.71629,2026-05-18,nominal,0.99
24.76033,79.86766,2026-05-18,nominal,0.72
44.34196,93.25315,2026-05-18,nominal,0.45
18.05069,79.71574,2026-05-18,nominal,0.99
24.62708,80.78075,2026-05-18,nominal,0.92
44.33786,93.25687,2026-05-18,nominal,0.45
44.33212,93.27024,2026-05-18,nominal,1.53
18.04216,79.71977,2026-05-18,nominal,2.31
23.6926,87.12061,2026-05-18,nominal,1.98
44.33294,93.26542,2026-05-18,nominal,1.39
18.04494,79.69904,2026-05-18,nominal,1.78
23.68926,87.11995,2026-05-18,nominal,2.12
18.0364,79.70312,2026-05-18,nominal,3.08
23.80581,86.33162,2026-05-18,nominal,1.53
44.3313,93.27506,2026-05-18,nominal,1.53
17.90439,79.79749,2026-05-18,nominal,2.84
44.32802,93.27397,2026-05-18,nominal,1.53
23.80251,86.33098,2026-05-18,nominal,1.53
17.77102,79.78101,2026-05-18,nominal,0.94
44.3272,93.27879,2026-05-18,nominal,1.03
23.80311,86.32722,2026-05-18,nominal,3.04
17.46403,80.6543,2026-05-18,nominal,1.76
44.89588,89.33936,2026-05-18,nominal,0.68
23.79947,86.34982,2026-05-18,nominal,2.3
17.43124,80.75491,2026-05-18,nominal,0.68
44.89474,89.24037,2026-05-18,nominal,0.94
23.79556,86.35294,2026-05-18,nominal,3.91
17.3629,80.87425,2026-05-18,nominal,1.97
23.79617,86.34918,2026-05-18,nominal,2.42
44.7243,90.26146,2026-05-18,nominal,2.02
17.35927,80.87367,2026-05-18,nominal,1.97
23.6642,87.15572,2026-05-18,nominal,1.62
44.4653,90.7009,2026-05-18,nominal,0.8
16.86411,81.97582,2026-05-18,nominal,0.91
23.66356,87.15958,2026-05-18,nominal,0.71
44.46046,90.49513,2026-05-18,nominal,1.34
17.08051,78.0894,2026-05-18,nominal,1.81
23.79831,86.31468,2026-05-18,nominal,1.87
43.70031,95.03416,2026-05-18,nominal,1.3
16.40835,81.91953,2026-05-18,nominal,1.97
23.66085,87.15505,2026-05-18,nominal,1.62
43.69593,95.03812,2026-05-18,nominal,1.3
16.38923,80.63326,2026-05-18,nominal,2.17
23.78226,86.3931,2026-05-18,nominal,1.67
43.68723,95.00731,2026-05-18,nominal,0.54
16.37333,80.66666,2026-05-18,nominal,1.87
23.77955,86.38869,2026-05-18,nominal,1.67
43.68898,94.98985,2026-05-18,nominal,0.77
16.36969,80.66611,2026-05-18,nominal,1.9
24.60458,80.62157,2026-05-18,nominal,0.56
43.6861,95.00539,2026-05-18,nominal,1.22
16.34059,80.63475,2026-05-18,nominal,2.41
43.67981,95.01968,2026-05-18,nominal,5.28
23.77895,86.39247,2026-05-18,nominal,1.67
16.32814,80.6485,2026-05-18,nominal,2.49
43.67884,95.02486,2026-05-18,nominal,5.28
13.39111,80.10062,2026-05-18,nominal,4.42
23.78354,86.3429,2026-05-18,nominal,1.01
43.68558,94.98862,2026-05-18,nominal,1.21
13.39068,80.10244,2026-05-18,nominal,3.61
23.77868,86.37302,2026-05-18,nominal,1.87
13.0626,80.26587,2026-05-18,nominal,2.87
43.67641,95.01844,2026-05-18,nominal,5.28
23.77624,86.38808,2026-05-18,nominal,2.86
13.05901,80.26532,2026-05-18,nominal,2.87
43.67879,94.98616,2026-05-18,nominal,0.96
23.77962,86.34604,2026-05-18,nominal,1.01
11.81516,77.91614,2026-05-18,nominal,1.59
43.67732,94.97459,2026-05-18,nominal,0.83
10.92809,77.0637,2026-05-18,nominal,1.0
23.77658,86.36485,2026-05-18,nominal,1.91
43.67154,95.00562,2026-05-18,nominal,1.26
23.77327,86.36423,2026-05-18,nominal,2.87
44.83403,85.15524,2026-05-18,nominal,0.69
23.76718,86.40189,2026-05-18,nominal,1.76
44.82998,85.15448,2026-05-18,nominal,0.69
23.79448,86.23255,2026-05-18,nominal,1.18
44.39749,88.48967,2026-05-18,nominal,0.8
23.77388,86.36045,2026-05-18,nominal,1.68
44.3968,88.49516,2026-05-18,nominal,0.59
23.76657,86.40565,2026-05-18,nominal,1.76
44.59711,86.05718,2026-05-18,nominal,1.39
23.76326,86.40501,2026-05-18,nominal,1.76
23.76387,86.40125,2026-05-18,nominal,1.76
23.76056,86.40062,2026-05-18,nominal,2.49
23.75665,86.40376,2026-05-18,nominal,2.49
23.75455,86.3956,2026-05-18,nominal,1.94
23.7515,86.41442,2026-05-18,nominal,1.47
23.75089,86.41819,2026-05-18,nominal,1.47
23.78097,86.21062,2026-05-18,nominal,2.33
23.77766,86.21,2026-05-18,nominal,1.86
23.77826,86.20625,2026-05-18,nominal,3.2
23.7379,86.43514,2026-05-18,nominal,3.15
23.77435,86.20937,2026-05-18,nominal,1.86
23.73851,86.43137,2026-05-18,nominal,2.42
24.58656,80.39585,2026-05-18,nominal,0.69
23.77285,86.19748,2026-05-18,nominal,1.94
23.7352,86.43074,2026-05-18,nominal,2.46
23.73459,86.43451,2026-05-18,nominal,1.73
23.73398,86.43828,2026-05-18,nominal,1.73
23.77738,86.14803,2026-05-18,nominal,0.88
23.72883,86.44894,2026-05-18,nominal,1.67
23.72343,86.44014,2026-05-18,nominal,2.53
24.5291,80.73609,2026-05-18,nominal,0.77
23.71619,86.44265,2026-05-18,nominal,2.52
23.71166,86.44955,2026-05-18,nominal,1.56
24.76621,78.5614,2026-05-18,nominal,1.19
23.71533,86.42695,2026-05-18,nominal,2.29
23.71227,86.44579,2026-05-18,nominal,1.56
23.70834,86.44893,2026-05-18,nominal,1.56
23.76863,86.01109,2026-05-18,nominal,0.95
24.45279,81.13106,2026-05-18,nominal,1.47
23.56025,87.23907,2026-05-18,nominal,0.92
24.53984,80.33212,2026-05-18,nominal,0.6
23.55689,87.2384,2026-05-18,nominal,0.92
24.45351,81.13012,2026-05-18,nominal,1.43
23.68467,86.39094,2026-05-18,nominal,3.99
23.68406,86.3947,2026-05-18,nominal,3.07
23.82331,85.49684,2026-05-18,nominal,3.48
23.68136,86.39031,2026-05-18,nominal,1.62
23.68075,86.39407,2026-05-18,nominal,1.61
23.68015,86.39783,2026-05-18,nominal,1.61
23.67622,86.40098,2026-05-18,nominal,2.9
23.67744,86.39344,2026-05-18,nominal,1.61
23.67683,86.39721,2026-05-18,nominal,1.61
23.61274,86.79074,2026-05-18,nominal,1.89
24.5374,80.33347,2026-05-18,nominal,0.5
23.81082,85.53321,2026-05-18,nominal,1.9
23.75946,85.85963,2026-05-18,nominal,1.96
23.67352,86.39658,2026-05-18,nominal,2.06
23.5608,87.08475,2026-05-18,nominal,0.79
23.75734,85.85152,2026-05-18,nominal,2.41
23.80303,85.5395,2026-05-18,nominal,2.46
24.20497,82.71098,2026-05-18,nominal,2.49
24.20557,82.70663,2026-05-18,nominal,1.75
23.78745,85.55208,2026-05-18,nominal,2.32
24.20138,82.71046,2026-05-18,nominal,2.49
23.78061,85.574,2026-05-18,nominal,3.62
24.19716,82.71445,2026-05-18,nominal,1.35
23.5822,86.726,2026-05-18,nominal,0.84
23.681,86.09589,2026-05-18,nominal,4.92
23.6804,86.09964,2026-05-18,nominal,1.67
23.67559,86.08713,2026-05-18,nominal,2.9
24.17634,82.65165,2026-05-18,nominal,1.1
23.66778,86.09339,2026-05-18,nominal,1.77
23.83969,84.94787,2026-05-18,nominal,1.52
24.16076,82.63091,2026-05-18,nominal,1.49
23.7437,85.50536,2026-05-18,nominal,2.13
24.14272,82.71039,2026-05-18,nominal,0.88
24.14638,82.65585,2026-05-18,nominal,3.73
24.34735,81.05346,2026-05-18,nominal,0.61
24.14219,82.63223,2026-05-18,nominal,1.65
24.14064,82.63406,2026-05-18,nominal,2.5
24.34795,81.05207,2026-05-18,nominal,0.71
23.54763,86.54422,2026-05-18,nominal,0.74
23.82909,84.57236,2026-05-18,nominal,2.47
23.82574,84.57175,2026-05-18,nominal,2.47
23.82239,84.57117,2026-05-18,nominal,1.21
23.69763,85.36606,2026-05-18,nominal,1.82
23.69704,85.36982,2026-05-18,nominal,1.94
23.69373,85.36922,2026-05-18,nominal,2.39
23.73905,85.00857,2026-05-18,nominal,2.46
23.69605,85.28832,2026-05-18,nominal,2.59
23.73572,85.00797,2026-05-18,nominal,1.79
23.65495,85.50896,2026-05-18,nominal,1.02
23.62578,85.67333,2026-05-18,nominal,1.53
23.71852,85.00875,2026-05-18,nominal,1.27
23.64952,85.43458,2026-05-18,nominal,2.6
23.64894,85.43833,2026-05-18,nominal,2.75
23.61432,85.65964,2026-05-18,nominal,1.14
23.64563,85.43772,2026-05-18,nominal,2.75
24.3591,80.08186,2026-05-18,nominal,1.06
24.35844,80.07937,2026-05-18,nominal,0.83
23.66699,84.99644,2026-05-18,nominal,1.7
23.66309,84.99963,2026-05-18,nominal,1.44
