lat,lon,detection_date,detection_confidence,fire_radiative_power
-7.9811,24.87653,2026-05-18,nominal,4.71
-8.98546,18.93842,2026-05-18,nominal,12.36
-9.1279,18.04137,2026-05-18,nominal,4.58
-8.22293,23.41862,2026-05-18,nominal,5.49
-8.4843,21.9026,2026-05-18,nominal,6.78
-9.10562,18.11648,2026-05-18,nominal,2.76
-8.21829,23.41784,2026-05-18,nominal,6.55
-9.10222,18.11593,2026-05-18,nominal,2.49
-8.13239,23.87867,2026-05-18,nominal,4.16
-9.21284,17.36685,2026-05-18,nominal,4.98
-9.24573,17.1551,2026-05-18,nominal,1.84
-8.21876,23.33379,2026-05-18,nominal,3.28
-8.25029,23.12741,2026-05-18,nominal,8.43
-8.45268,21.93691,2026-05-18,high,11.34
-8.17872,23.50662,2026-05-18,nominal,4.24
-7.88647,25.07595,2026-05-18,nominal,3.58
-8.63859,20.79726,2026-05-18,nominal,14.63
-9.21753,17.20482,2026-05-18,nominal,4.45
-9.21808,17.2013,2026-05-18,nominal,4.45
-8.02239,24.27,2026-05-18,nominal,8.4
-9.21634,17.16855,2026-05-18,low,1.39
-8.63729,20.79996,2026-05-18,nominal,7.3
-8.86735,19.27125,2026-05-18,nominal,7.58
-8.11863,23.78915,2026-05-18,nominal,6.02
-8.86315,19.27472,2026-05-18,nominal,8.95
-8.86379,19.27068,2026-05-18,nominal,7.58
-7.88622,25.0758,2026-05-18,nominal,3.91
-7.88211,25.06855,2026-05-18,nominal,16.35
-8.02126,24.26879,2026-05-18,nominal,8.35
-8.13563,23.60422,2026-05-18,nominal,28.22
-8.13648,23.59927,2026-05-18,nominal,28.22
-7.8758,25.07391,2026-05-18,high,46.56
-7.87636,25.07072,2026-05-18,nominal,16.35
-7.87855,25.0582,2026-05-18,nominal,1.88
-8.13177,23.59848,2026-05-18,nominal,28.22
-8.63627,20.58741,2026-05-18,nominal,7.31
-7.87172,25.06652,2026-05-18,high,9.93
-8.1215,23.60194,2026-05-18,nominal,5.6
-8.08999,23.69987,2026-05-18,nominal,9.18
-8.44063,21.64585,2026-05-18,nominal,5.6
-8.44123,21.64229,2026-05-18,nominal,10.57
-8.1044,23.58892,2026-05-18,nominal,4.61
-8.09971,23.58807,2026-05-18,nominal,8.81
-8.15455,23.27201,2026-05-18,nominal,8.89
-8.44565,21.44212,2026-05-18,nominal,2.95
-8.1376,23.20668,2026-05-18,nominal,21.84
-8.09762,23.38046,2026-05-18,nominal,3.0
-7.12035,28.66476,2026-05-18,nominal,6.85
-8.20458,22.74377,2026-05-18,nominal,4.26
-7.48058,26.69054,2026-05-18,nominal,3.7
-8.08624,23.36387,2026-05-18,nominal,22.24
-8.54075,20.70539,2026-05-18,nominal,4.35
-8.90168,18.43782,2026-05-18,nominal,1.65
-8.08795,23.36525,2026-05-18,nominal,16.58
-8.08332,23.36446,2026-05-18,nominal,16.58
-8.6679,19.77382,2026-05-18,nominal,6.36
-8.6686,19.7695,2026-05-18,nominal,5.31
-9.20313,16.35626,2026-05-18,nominal,2.61
-7.85982,24.58076,2026-05-18,nominal,6.15
-8.10327,23.16323,2026-05-18,nominal,6.23
-8.09075,23.20913,2026-05-18,nominal,2.74
-8.09871,23.1624,2026-05-18,nominal,6.23
-8.15432,22.8079,2026-05-18,nominal,12.08
-8.16703,22.73296,2026-05-18,nominal,4.38
-8.25806,22.19343,2026-05-18,nominal,5.71
-7.97636,23.81988,2026-05-18,nominal,3.56
-8.16553,22.71494,2026-05-18,nominal,4.51
-8.69556,19.50932,2026-05-18,nominal,3.77
-8.87027,18.41354,2026-05-18,nominal,4.87
-7.70092,25.36518,2026-05-18,high,14.41
-7.70153,25.36175,2026-05-18,nominal,14.73
-7.87128,24.39621,2026-05-18,nominal,30.64
-8.86683,18.41299,2026-05-18,nominal,2.93
-7.70826,25.29283,2026-05-18,high,7.32
-7.69918,25.34403,2026-05-18,nominal,4.41
-7.70885,25.28944,2026-05-18,nominal,7.32
-7.7512,25.05016,2026-05-18,nominal,2.99
-7.86629,24.39539,2026-05-18,nominal,30.64
-7.8673,24.38961,2026-05-18,nominal,30.64
-8.01678,23.52932,2026-05-18,nominal,8.58
-8.52182,20.53121,2026-05-18,nominal,5.91
-8.14708,22.74305,2026-05-18,nominal,5.04
-7.85935,24.37643,2026-05-18,nominal,74.27
-9.01354,17.41103,2026-05-18,nominal,5.19
-7.86034,24.37078,2026-05-18,low,83.23
-9.01019,17.4105,2026-05-18,nominal,38.84
-9.00685,17.40998,2026-05-18,nominal,38.84
-9.00405,17.4059,2026-05-18,nominal,7.72
-8.47613,20.66464,2026-05-18,nominal,11.5
-9.00181,17.39829,2026-05-18,nominal,2.02
-7.92406,23.86506,2026-05-18,nominal,4.11
-8.94597,17.7336,2026-05-18,nominal,2.23
-8.99847,17.39777,2026-05-18,nominal,5.02
-7.94931,23.69357,2026-05-18,nominal,4.59
-8.06203,23.02241,2026-05-18,nominal,9.19
-8.46134,20.68209,2026-05-18,nominal,4.89
-7.91345,23.84113,2026-05-18,nominal,11.89
-8.6618,19.44411,2026-05-18,nominal,3.59
-7.92156,23.76751,2026-05-18,nominal,4.15
-7.76917,24.59282,2026-05-18,high,11.18
-9.01858,17.15843,2026-05-18,nominal,2.72
-7.68115,25.05047,2026-05-18,high,8.46
-7.67883,25.06326,2026-05-18,nominal,1.85
-7.97248,23.42491,2026-05-18,nominal,5.23
-8.48952,20.41916,2026-05-18,nominal,3.5
-9.0147,17.16143,2026-05-18,low,7.29
-9.01525,17.15791,2026-05-18,nominal,4.22
-7.67649,25.04649,2026-05-18,nominal,4.34
-8.18135,22.20563,2026-05-18,nominal,8.03
-9.01191,17.15739,2026-05-18,nominal,4.22
-8.05,22.93198,2026-05-18,nominal,4.33
-8.31393,21.38624,2026-05-18,nominal,2.0
-8.31454,21.38268,2026-05-18,nominal,2.8
-9.0047,17.15986,2026-05-18,nominal,75.71
-8.45461,20.51059,2026-05-18,nominal,6.45
-8.45541,20.50581,2026-05-18,nominal,6.45
-8.99448,17.14325,2026-05-18,nominal,5.65
-8.99169,17.1392,2026-05-18,high,7.96
-7.92123,23.76981,2026-05-18,nominal,6.03
-8.18288,22.20607,2026-05-18,nominal,6.36
-8.99224,17.13567,2026-05-18,nominal,7.96
-8.3137,21.38549,2026-05-18,nominal,3.49
-8.31428,21.38192,2026-05-18,nominal,3.09
-8.41456,20.76684,2026-05-18,nominal,3.46
-8.45654,20.50772,2026-05-18,nominal,12.94
-7.77057,24.59389,2026-05-18,high,10.09
-8.05339,22.92902,2026-05-18,nominal,5.23
-7.6808,25.05192,2026-05-18,nominal,4.93
-7.68135,25.04875,2026-05-18,nominal,4.93
-7.66246,25.09529,2026-05-18,high,9.16
-7.66303,25.09203,2026-05-18,nominal,9.16
-7.66416,25.08555,2026-05-18,nominal,13.7
-7.66472,25.08234,2026-05-18,nominal,22.27
-8.38311,20.83723,2026-05-18,nominal,3.65
-8.75699,18.51149,2026-05-18,nominal,7.89
-7.51934,25.87785,2026-05-18,nominal,6.69
-7.65721,25.09443,2026-05-18,nominal,9.16
-7.65777,25.09121,2026-05-18,nominal,9.16
-7.65834,25.08799,2026-05-18,nominal,13.7
-8.37921,20.83658,2026-05-18,nominal,3.65
-8.76072,18.46542,2026-05-18,nominal,4.34
-8.91629,17.47176,2026-05-18,nominal,11.03
-8.91684,17.4682,2026-05-18,nominal,10.74
-8.91795,17.46108,2026-05-18,nominal,6.23
-8.83025,18.0011,2026-05-18,nominal,3.93
-8.91294,17.47122,2026-05-18,nominal,5.55
-8.91349,17.46767,2026-05-18,nominal,24.46
-8.92619,17.38591,2026-05-18,nominal,20.68
-8.92673,17.38237,2026-05-18,nominal,5.67
-8.99805,16.92091,2026-05-18,nominal,7.57
-8.99859,16.91741,2026-05-18,nominal,44.5
-8.91346,17.44578,2026-05-18,low,1.69
-7.76596,24.3814,2026-05-18,nominal,17.53
-8.81198,18.07314,2026-05-18,nominal,2.59
-8.91011,17.44525,2026-05-18,nominal,2.17
-8.35492,20.86233,2026-05-18,nominal,9.68
-8.35183,20.85673,2026-05-18,nominal,9.68
-8.9652,17.02348,2026-05-18,nominal,7.06
-8.96574,17.01997,2026-05-18,nominal,5.96
-7.6533,24.90322,2026-05-18,nominal,4.05
-8.92754,17.24475,2026-05-18,nominal,5.17
-8.96133,17.02647,2026-05-18,nominal,14.24
-7.84051,23.80981,2026-05-18,nominal,5.54
-8.79382,18.07775,2026-05-18,nominal,2.01
-8.958,17.02595,2026-05-18,nominal,14.24
-6.86317,29.15353,2026-05-18,nominal,3.7
-7.62151,25.0218,2026-05-18,nominal,2.11
-7.70761,24.53705,2026-05-18,nominal,2.95
-7.77464,24.15714,2026-05-18,nominal,16.44
-7.77562,24.1516,2026-05-18,nominal,12.95
-7.97321,23.01814,2026-05-18,nominal,11.03
-8.07464,22.4281,2026-05-18,nominal,8.8
-7.96868,23.01741,2026-05-18,nominal,11.03
-8.80431,17.96703,2026-05-18,nominal,3.29
-7.79687,23.9172,2026-05-18,nominal,5.39
-7.92912,23.1641,2026-05-18,nominal,14.91
-7.92995,23.15934,2026-05-18,nominal,14.91
-8.06862,22.35925,2026-05-18,nominal,3.18
-7.47283,25.66328,2026-05-18,nominal,5.38
-7.57022,25.12691,2026-05-18,nominal,4.47
-7.57082,25.1236,2026-05-18,nominal,4.47
-7.57141,25.1203,2026-05-18,nominal,4.06
-8.88927,17.31482,2026-05-18,nominal,3.1
-7.56557,25.12266,2026-05-18,nominal,4.47
-7.56616,25.11935,2026-05-18,nominal,4.06
-7.56676,25.11604,2026-05-18,nominal,4.06
-7.56736,25.11274,2026-05-18,nominal,3.76
-8.69834,18.50198,2026-05-18,low,5.87
-7.56151,25.1151,2026-05-18,high,13.38
-7.56211,25.1118,2026-05-18,high,20.24
-7.84433,23.53781,2026-05-18,high,22.17
-7.42814,25.84555,2026-05-18,nominal,5.73
-7.56091,25.1184,2026-05-18,nominal,13.38
-7.5627,25.10854,2026-05-18,nominal,20.24
-7.84167,23.55287,2026-05-18,nominal,2.71
-8.54842,19.3839,2026-05-18,nominal,9.78
-9.08402,15.97936,2026-05-18,nominal,2.28
-8.54484,19.38329,2026-05-18,nominal,15.2
-8.53408,19.38152,2026-05-18,nominal,8.95
-8.79523,17.76094,2026-05-18,nominal,3.16
-8.8663,17.27421,2026-05-18,nominal,1.84
-8.78775,17.75909,2026-05-18,nominal,1.78
-7.84773,23.53993,2026-05-18,nominal,7.72
-7.57121,25.12806,2026-05-18,nominal,5.67
-7.57178,25.12475,2026-05-18,nominal,3.11
-7.57236,25.12144,2026-05-18,nominal,3.11
-7.84303,23.53911,2026-05-18,nominal,25.59
-7.47236,25.66506,2026-05-18,nominal,4.39
-7.56653,25.12378,2026-05-18,nominal,3.11
-7.56711,25.12046,2026-05-18,nominal,3.11
-7.56768,25.11715,2026-05-18,nominal,3.29
-7.56825,25.11384,2026-05-18,nominal,3.29
-8.52862,19.33868,2026-05-18,nominal,5.3
-7.56243,25.11619,2026-05-18,high,23.62
-7.56301,25.11287,2026-05-18,high,23.62
-7.56185,25.11951,2026-05-18,nominal,9.32
-7.56357,25.1096,2026-05-18,nominal,29.08
-8.31352,20.65126,2026-05-18,nominal,11.53
-7.42966,25.84406,2026-05-18,nominal,4.69
-8.30966,20.65063,2026-05-18,nominal,11.53
-8.31045,20.64579,2026-05-18,low,8.56
-8.64011,18.59012,2026-05-18,nominal,2.86
-8.89785,16.9368,2026-05-18,nominal,3.81
-7.87726,23.2241,2026-05-18,nominal,19.39
-7.87806,23.2194,2026-05-18,nominal,19.39
-7.88125,23.20058,2026-05-18,nominal,9.17
-7.93439,22.88672,2026-05-18,nominal,5.55
-9.08401,15.694,2026-05-18,nominal,5.43
-8.29151,20.71316,2026-05-18,nominal,7.33
-8.62773,18.62351,2026-05-18,nominal,3.38
-8.63138,18.60046,2026-05-18,nominal,7.73
-8.63198,18.59662,2026-05-18,low,4.69
-8.63259,18.59278,2026-05-18,nominal,4.69
-8.62852,18.59607,2026-05-18,nominal,7.89
-8.62912,18.59222,2026-05-18,nominal,7.89
-8.62019,18.62618,2026-05-18,nominal,8.63
-7.7731,23.7202,2026-05-18,nominal,15.08
-7.774,23.71501,2026-05-18,nominal,11.56
-8.71357,18.01198,2026-05-18,low,2.47
-7.76835,23.71934,2026-05-18,nominal,15.08
-8.50364,19.2884,2026-05-18,nominal,7.11
-7.85559,23.15738,2026-05-18,nominal,6.68
-7.97075,22.48409,2026-05-18,nominal,2.46
-8.68133,18.15032,2026-05-18,nominal,26.66
-8.49781,19.27908,2026-05-18,nominal,2.52
-8.67734,18.15344,2026-05-18,nominal,4.6
-8.67792,18.14976,2026-05-18,nominal,19.56
-9.30768,14.00167,2026-05-18,nominal,3.07
-7.50179,25.12181,2026-05-18,nominal,4.99
-7.50236,25.11859,2026-05-18,nominal,3.44
-7.4971,25.11764,2026-05-18,high,11.12
-7.49767,25.11445,2026-05-18,high,11.12
-7.49824,25.11127,2026-05-18,nominal,3.66
-7.84348,23.14559,2026-05-18,nominal,3.91
-8.48736,19.29836,2026-05-18,nominal,4.06
-7.7379,23.72495,2026-05-18,nominal,20.77
-8.07333,21.75121,2026-05-18,nominal,4.66
-7.33312,25.9042,2026-05-18,nominal,2.63
-7.36637,25.69002,2026-05-18,nominal,2.59
-8.10053,21.51592,2026-05-18,nominal,3.18
-8.55815,18.7467,2026-05-18,nominal,3.36
-7.47426,25.0637,2026-05-18,high,12.57
-7.47484,25.06048,2026-05-18,nominal,7.27
-7.8127,23.15982,2026-05-18,nominal,7.05
-7.8857,22.74125,2026-05-18,nominal,20.25
-8.04892,21.7941,2026-05-18,nominal,14.97
-8.09645,21.51524,2026-05-18,nominal,3.81
-8.55651,18.73459,2026-05-18,nominal,1.76
-7.64707,24.07043,2026-05-18,nominal,16.52
-7.80896,23.15421,2026-05-18,nominal,3.01
-6.75555,28.86517,2026-05-18,nominal,7.94
-7.73161,23.56621,2026-05-18,nominal,5.2
-7.74745,23.47659,2026-05-18,nominal,15.23
-7.74834,23.47156,2026-05-18,nominal,13.49
-7.79358,23.21489,2026-05-18,nominal,4.67
-7.8027,23.163,2026-05-18,nominal,10.71
-8.81617,17.04622,2026-05-18,nominal,36.78
-8.81338,17.04219,2026-05-18,low,36.78
-8.81393,17.03868,2026-05-18,nominal,24.45
-7.64011,24.02484,2026-05-18,nominal,18.0
-7.79436,23.15668,2026-05-18,nominal,11.35
-8.53509,18.77871,2026-05-18,nominal,12.08
-8.81005,17.04167,2026-05-18,nominal,15.79
-7.78976,23.156,2026-05-18,nominal,11.35
-8.5316,18.77814,2026-05-18,nominal,12.08
-9.00167,15.76462,2026-05-18,nominal,2.35
-8.52471,18.76991,2026-05-18,nominal,2.66
-9.00503,15.63519,2026-05-18,nominal,2.54
-7.75058,23.47525,2026-05-18,nominal,7.68
-7.75143,23.47021,2026-05-18,nominal,7.68
-7.79469,23.21298,2026-05-18,nominal,4.23
-7.80343,23.16094,2026-05-18,nominal,4.59
-7.47456,25.06365,2026-05-18,high,11.42
-6.75859,29.10328,2026-05-18,nominal,7.67
-7.36587,25.69074,2026-05-18,nominal,3.14
-7.47512,25.06043,2026-05-18,nominal,7.91
-7.64511,24.06885,2026-05-18,nominal,15.98
-7.7307,23.56433,2026-05-18,nominal,6.13
-7.74588,23.47448,2026-05-18,nominal,7.69
-7.79884,23.16016,2026-05-18,nominal,6.8
-7.79425,23.15939,2026-05-18,nominal,6.8
-7.79505,23.15461,2026-05-18,nominal,4.0
-7.35681,25.67794,2026-05-18,nominal,4.33
-7.64178,24.02939,2026-05-18,nominal,12.5
-7.78965,23.15866,2026-05-18,nominal,5.66
-7.79045,23.15395,2026-05-18,nominal,2.74
-7.8931,22.54294,2026-05-18,nominal,8.22
-8.77843,17.00799,2026-05-18,nominal,5.88
-7.30255,25.9222,2026-05-18,nominal,2.46
-7.36031,25.5617,2026-05-18,nominal,3.8
-7.78233,23.11837,2026-05-18,nominal,8.68
-6.75988,28.86623,2026-05-18,nominal,7.27
-7.65637,23.82778,2026-05-18,nominal,6.72
-7.68314,23.67181,2026-05-18,nominal,17.74
-7.68403,23.66661,2026-05-18,nominal,17.74
-7.99729,21.81356,2026-05-18,nominal,2.22
-8.03819,21.51698,2026-05-18,nominal,22.84
-8.0388,21.51332,2026-05-18,nominal,16.32
-8.18138,20.6025,2026-05-18,nominal,9.87
-8.19004,20.54986,2026-05-18,nominal,12.29
-8.53044,18.44074,2026-05-18,nominal,7.6
-8.18698,20.54446,2026-05-18,high,12.29
-7.26774,25.89198,2026-05-18,nominal,3.03
-7.26835,25.88857,2026-05-18,nominal,3.03
-7.66105,23.65786,2026-05-18,nominal,5.9
-7.87804,22.39233,2026-05-18,nominal,3.99
-7.95315,21.94824,2026-05-18,nominal,3.4
-8.17753,20.60187,2026-05-18,nominal,9.87
-8.17832,20.59707,2026-05-18,nominal,20.06
-8.1862,20.54923,2026-05-18,nominal,12.29
-8.18777,20.53967,2026-05-18,nominal,19.13
-7.37839,25.23982,2026-05-18,nominal,3.76
-7.37896,25.23657,2026-05-18,nominal,3.76
-8.17446,20.59644,2026-05-18,nominal,4.8
-7.2369,25.9997,2026-05-18,nominal,3.95
-7.64624,23.68667,2026-05-18,nominal,3.9
-7.68145,23.48395,2026-05-18,nominal,36.3
-7.6823,23.47903,2026-05-18,nominal,36.3
-8.49895,18.57207,2026-05-18,nominal,2.51
-7.22853,26.0141,2026-05-18,nominal,4.79
-7.6776,23.47827,2026-05-18,nominal,7.74
-7.57919,24.01358,2026-05-18,nominal,10.43
-7.63848,23.67492,2026-05-18,nominal,3.72
-7.6337,23.67418,2026-05-18,nominal,4.2
-7.23279,25.86322,2026-05-18,nominal,3.42
-7.61696,23.71362,2026-05-18,nominal,8.0
-7.74315,22.99153,2026-05-18,nominal,5.47
-7.74395,22.9869,2026-05-18,nominal,5.47
-7.61217,23.71283,2026-05-18,nominal,8.0
-8.4708,18.61462,2026-05-18,nominal,9.94
-8.67253,17.31639,2026-05-18,nominal,19.6
-8.67308,17.31284,2026-05-18,nominal,14.69
-9.22224,13.64472,2026-05-18,nominal,3.76
-7.45629,24.53323,2026-05-18,nominal,1.04
-7.7946,22.61565,2026-05-18,nominal,2.88
-7.82654,22.43138,2026-05-18,nominal,11.01
-8.66918,17.31586,2026-05-18,nominal,19.6
-8.66974,17.31232,2026-05-18,nominal,14.69
-7.92656,21.82527,2026-05-18,nominal,2.22
-7.99261,21.43866,2026-05-18,nominal,3.67
-8.66584,17.31534,2026-05-18,nominal,3.85
-8.66639,17.31179,2026-05-18,nominal,4.17
-7.60663,23.63311,2026-05-18,nominal,5.91
-8.43224,18.67125,2026-05-18,low,1.64
-7.79156,22.61531,2026-05-18,nominal,3.05
-8.41287,18.77162,2026-05-18,nominal,4.27
-8.41349,18.76772,2026-05-18,nominal,3.06
-8.45654,18.47126,2026-05-18,nominal,5.23
-7.98229,21.3803,2026-05-18,nominal,3.07
-7.7392,22.76448,2026-05-18,nominal,4.47
-7.74068,22.75571,2026-05-18,nominal,6.0
-8.36262,18.95279,2026-05-18,low,2.69
-7.90114,21.7695,2026-05-18,nominal,5.17
-7.90177,21.76569,2026-05-18,nominal,3.71
-7.95897,21.39518,2026-05-18,nominal,2.65
-8.54217,17.76826,2026-05-18,nominal,2.22
-8.69331,16.79306,2026-05-18,nominal,4.43
-7.59548,23.5276,2026-05-18,nominal,7.81
-8.40106,18.6427,2026-05-18,nominal,2.24
-7.39656,24.64946,2026-05-18,nominal,5.33
-7.73702,22.6688,2026-05-18,nominal,3.37
-6.65689,28.73671,2026-05-18,nominal,8.49
-7.40402,24.57658,2026-05-18,nominal,2.54
-7.7056,22.82689,2026-05-18,nominal,10.51
-7.73259,22.66804,2026-05-18,nominal,3.37
-8.68011,16.81248,2026-05-18,nominal,3.51
-7.41063,24.47905,2026-05-18,high,15.97
-7.1518,25.94207,2026-05-18,nominal,4.35
-7.42438,24.4005,2026-05-18,nominal,3.83
-7.42487,24.39768,2026-05-18,nominal,3.83
-7.54975,23.65139,2026-05-18,nominal,35.57
-7.55062,23.64638,2026-05-18,nominal,35.57
-7.5515,23.64133,2026-05-18,nominal,59.94
-7.7102,22.71887,2026-05-18,nominal,6.04
-7.50022,23.90787,2026-05-18,nominal,17.01
-7.54586,23.64556,2026-05-18,nominal,35.57
-7.1274,25.94947,2026-05-18,nominal,3.68
-7.12807,25.94575,2026-05-18,nominal,3.68
-7.41561,24.33279,2026-05-18,nominal,13.77
-7.41663,24.32697,2026-05-18,nominal,13.77
-8.63421,16.97747,2026-05-18,nominal,4.44
-8.62979,16.98398,2026-05-18,nominal,6.73
-7.12746,25.85364,2026-05-18,nominal,2.79
-7.89556,21.47362,2026-05-18,nominal,18.94
-7.89617,21.46999,2026-05-18,nominal,18.94
-7.89208,21.46935,2026-05-18,nominal,18.94
-7.89269,21.46572,2026-05-18,nominal,7.38
-7.22625,25.24542,2026-05-18,high,11.91
-7.22564,25.24879,2026-05-18,nominal,10.86
-7.7412,22.32721,2026-05-18,nominal,3.82
-7.93521,21.18966,2026-05-18,nominal,3.42
-7.51502,23.59796,2026-05-18,nominal,3.78
-7.36128,24.43478,2026-05-18,nominal,2.18
-7.5281,23.49615,2026-05-18,nominal,14.24
-7.91074,21.26091,2026-05-18,nominal,3.52
-7.91136,21.25731,2026-05-18,nominal,3.52
-7.9067,21.26033,2026-05-18,nominal,2.25
-7.36359,24.33539,2026-05-18,nominal,5.66
-7.39433,24.33871,2026-05-18,nominal,5.63
-7.51507,23.59492,2026-05-18,nominal,4.05
-7.22813,25.24763,2026-05-18,nominal,7.49
-7.52654,23.49798,2026-05-18,nominal,12.72
-7.22278,25.24682,2026-05-18,high,7.49
-7.22336,25.24348,2026-05-18,nominal,8.07
-7.3623,24.43566,2026-05-18,nominal,3.45
-7.92696,21.05676,2026-05-18,nominal,6.95
-7.87239,21.36498,2026-05-18,nominal,6.3
-6.53196,29.02681,2026-05-18,nominal,4.04
-7.3634,24.33878,2026-05-18,nominal,11.74
-7.33048,24.4997,2026-05-18,high,10.99
-6.52071,29.04976,2026-05-18,nominal,4.92
-7.49094,23.56448,2026-05-18,nominal,11.21
-7.3254,24.49889,2026-05-18,high,23.98
-7.32592,24.49593,2026-05-18,nominal,16.12
-7.4862,23.5637,2026-05-18,nominal,18.07
-8.33315,18.40893,2026-05-18,nominal,3.8
-7.33955,24.38716,2026-05-18,nominal,5.42
-7.43851,23.78453,2026-05-18,nominal,7.18
-7.82158,21.49475,2026-05-18,nominal,2.57
-7.8307,21.43997,2026-05-18,nominal,4.59
-7.8313,21.43633,2026-05-18,nominal,4.59
-7.04257,25.98405,2026-05-18,nominal,5.37
-7.83928,21.36324,2026-05-18,nominal,3.56
-7.88423,21.0925,2026-05-18,nominal,4.16
-6.70007,27.8466,2026-05-18,nominal,5.58
-7.19643,25.08455,2026-05-18,nominal,5.38
-7.65436,22.41162,2026-05-18,nominal,3.61
-7.2321,24.82128,2026-05-18,nominal,2.23
-7.23318,24.81519,2026-05-18,nominal,2.5
-7.52836,23.12162,2026-05-18,nominal,6.47
-8.75588,15.51309,2026-05-18,nominal,5.02
-7.0619,25.74726,2026-05-18,nominal,3.01
-7.22692,24.82035,2026-05-18,nominal,6.07
-7.22747,24.81729,2026-05-18,nominal,7.62
-7.22801,24.81423,2026-05-18,nominal,7.62
-7.63909,22.44846,2026-05-18,nominal,5.89
-7.67471,22.23924,2026-05-18,nominal,17.75
-7.67542,22.23507,2026-05-18,nominal,17.75
-8.37095,17.99114,2026-05-18,nominal,3.46
-8.66018,16.12328,2026-05-18,nominal,4.05
-8.75413,15.50195,2026-05-18,nominal,1.4
-7.22335,24.81037,2026-05-18,high,7.92
-7.22118,24.82263,2026-05-18,nominal,6.07
-7.36998,23.9779,2026-05-18,nominal,4.82
-7.63471,22.44769,2026-05-18,nominal,5.89
-7.21814,24.80965,2026-05-18,nominal,7.16
-7.21868,24.80658,2026-05-18,nominal,7.16
-7.21923,24.80351,2026-05-18,nominal,8.62
-7.20857,24.83339,2026-05-18,nominal,4.03
-7.21237,24.81207,2026-05-18,nominal,7.2
-7.21292,24.80897,2026-05-18,nominal,7.16
-7.21347,24.80586,2026-05-18,nominal,7.16
-7.21403,24.80272,2026-05-18,nominal,8.62
-6.81351,26.98457,2026-05-18,high,12.37
-6.81268,26.98907,2026-05-18,nominal,12.37
-7.30926,24.23641,2026-05-18,nominal,69.81
-7.02959,25.76822,2026-05-18,nominal,4.37
-7.79774,21.38645,2026-05-18,nominal,5.55
-7.79836,21.38282,2026-05-18,nominal,5.23
-7.16692,24.97614,2026-05-18,high,21.44
-7.18681,24.86522,2026-05-18,high,11.05
-7.77958,21.46895,2026-05-18,nominal,2.89
-8.74583,15.42022,2026-05-18,nominal,1.29
-7.43285,23.45061,2026-05-18,nominal,4.1
-8.74248,15.4197,2026-05-18,nominal,1.29
-7.63872,22.24187,2026-05-18,nominal,4.04
-7.9325,20.5122,2026-05-18,nominal,3.76
-7.01605,25.71721,2026-05-18,nominal,1.35
-7.28151,24.19093,2026-05-18,nominal,5.33
-7.48573,23.0412,2026-05-18,nominal,17.43
-7.48655,23.03653,2026-05-18,nominal,12.58
-8.71825,15.46737,2026-05-18,nominal,3.36
-8.70883,15.47263,2026-05-18,nominal,2.94
-7.63756,22.24176,2026-05-18,nominal,5.15
-8.21523,18.6523,2026-05-18,nominal,35.24
-8.21175,18.65174,2026-05-18,nominal,35.24
-8.21236,18.64787,2026-05-18,low,31.25
-7.16743,24.9774,2026-05-18,high,25.14
-7.18653,24.86614,2026-05-18,high,5.76
-7.03115,25.76709,2026-05-18,nominal,5.43
-7.16799,24.97415,2026-05-18,nominal,11.07
-7.18705,24.86311,2026-05-18,nominal,5.76
-7.93408,20.37213,2026-05-18,nominal,4.81
-8.20826,18.65118,2026-05-18,nominal,5.07
-6.81217,26.98438,2026-05-18,high,13.49
-6.81137,26.9889,2026-05-18,nominal,13.49
-7.68545,21.87156,2026-05-18,nominal,4.88
-7.48684,23.03764,2026-05-18,high,23.75
-6.43533,29.05267,2026-05-18,nominal,5.04
-7.48605,23.04233,2026-05-18,nominal,13.9
-7.58962,22.42317,2026-05-18,nominal,4.05
-7.66515,21.96814,2026-05-18,nominal,14.35
-7.68188,21.86697,2026-05-18,nominal,14.09
-6.96635,26.03955,2026-05-18,nominal,2.89
-7.67768,21.86622,2026-05-18,nominal,14.09
-7.28183,24.18812,2026-05-18,nominal,3.3
-7.48005,23.02213,2026-05-18,nominal,7.7
-7.48084,23.01745,2026-05-18,nominal,6.52
-7.01615,25.68979,2026-05-18,nominal,3.31
-8.20731,18.54416,2026-05-18,nominal,3.1
-6.94651,26.05306,2026-05-18,nominal,5.4
-6.94727,26.04871,2026-05-18,nominal,4.54
-7.04997,25.46457,2026-05-18,nominal,5.62
-7.20283,24.5866,2026-05-18,nominal,64.68
-7.19775,24.58558,2026-05-18,high,64.68
-7.19879,24.57954,2026-05-18,nominal,44.09
-7.19827,24.58253,2026-05-18,low,44.09
-7.19263,24.58475,2026-05-18,nominal,14.14
-7.19368,24.57871,2026-05-18,nominal,10.84
-7.7245,21.45505,2026-05-18,nominal,6.34
-7.19316,24.58169,2026-05-18,low,10.84
-7.72462,21.42898,2026-05-18,nominal,2.94
-7.15564,24.73624,2026-05-18,nominal,3.77
-7.51793,22.63373,2026-05-18,nominal,3.23
-6.92164,25.9966,2026-05-18,nominal,3.77
-7.14643,24.7281,2026-05-18,nominal,9.73
-7.14697,24.72502,2026-05-18,nominal,6.88
-7.25761,24.09232,2026-05-18,nominal,5.81
-8.65704,15.47565,2026-05-18,nominal,4.35
-8.67579,15.35087,2026-05-18,nominal,4.33
-8.67298,15.34675,2026-05-18,nominal,4.33
